"stock_id","type","biomass_limit","ramped_shape","env_linked","p_star","abc_buffer","acl_buffer","act_buffer","n"
"PFMC-Salmon FMP-Coho salmon - Oregon Production Index Area: Oregon Coast Hatchery-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Coho salmon - Oregon Production Index Area: Oregon Coast Natural-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Coho salmon - Oregon Production Index Area: Southern Oregon/Northern California Coast-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Coho salmon - Puget Sound: Hood Canal-Threshold F","Threshold F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Coho salmon - Puget Sound: Skagit-Threshold F","Threshold F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Coho salmon - Puget Sound: Snohomish-Threshold F","Threshold F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Coho salmon - Puget Sound: South Puget Sound Hatchery-Threshold F","Threshold F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Coho salmon - Puget Sound: Stillaguamish-Threshold F","Threshold F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Coho salmon - Washington Coast: Grays Harbor-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Coho salmon - Washington Coast: Hoh-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Coho salmon - Washington Coast: Queets-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Coho salmon - Washington Coast: Quillayute Fall-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Coho salmon - Washington Coast: Quillayute Summer Hatchery-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Coho salmon - Washington Coast: Quinault Hatchery-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Coho salmon - Washington Coast: Strait of Juan de Fuca-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Coho salmon - Washington Coast: Willapa Bay Hatchery-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Coho salmon - Washington Coast: Willapa Bay Natural-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Pink salmon - Puget Sound-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"SAFMC-Golden Crab FMP-Golden Crab-Constant catch","Constant catch",0,NA,0,NA,NA,0,NA,1
"SAFMC-Shrimp FMP-Brown shrimp-Unknown","Unknown",NA,NA,0,NA,NA,NA,NA,1
"SAFMC-Shrimp FMP-Pink shrimp-Catch-based","Catch-based",0,NA,0,NA,NA,NA,NA,1
"SAFMC-Shrimp FMP-Rock shrimp-Catch-based","Catch-based",0,NA,0,NA,NA,NA,NA,1
"SAFMC-Shrimp FMP-White shrimp-Catch-based","Catch-based",0,NA,0,NA,NA,NA,NA,1
"SAFMC-South Atlantic dolphin/wahoo FMP-Dolphin-Catch-based","Catch-based",0,NA,0,NA,NA,0,NA,1
"SAFMC-South Atlantic dolphin/wahoo FMP-Wahoo-Catch-based","Catch-based",0,NA,0,NA,NA,0,NA,1
"SAFMC-South Atlantic snapper grouper FMP-Deepwater Complex-Catch-based","Catch-based",0,NA,0,NA,NA,0,NA,1
"SAFMC-South Atlantic snapper grouper FMP-Grunts Complex-Catch-based","Catch-based",0,NA,0,NA,NA,0,NA,1
"SAFMC-South Atlantic snapper grouper FMP-Jacks Complex-Catch-based","Catch-based",0,NA,0,NA,NA,0,NA,1
"SAFMC-South Atlantic snapper grouper FMP-Black sea bass-Constant F","Constant F",0,NA,0,0.4,0.25,0.03,0,1
"SAFMC-South Atlantic snapper grouper FMP-Blueline Tilefish-Constant F","Constant F",0,NA,0,0.3,NA,0.02,0,1
"SAFMC-South Atlantic snapper grouper FMP-Gag-Constant F","Constant F",0,NA,0,0.3,NA,0.05,NA,1
"SAFMC-South Atlantic snapper grouper FMP-Golden tilefish-Constant F","Constant F",0,NA,0,NA,0.25,0,0,1
"SAFMC-South Atlantic snapper grouper FMP-Greater amberjack-Constant F","Constant F",0,NA,0,NA,0.25,0,0,1
"SAFMC-South Atlantic snapper grouper FMP-FLK/EFL Hogfish-Constant F","Constant F",0,NA,0,0.275,0.3,0.05,NA,1
"SAFMC-South Atlantic snapper grouper FMP-Mutton Snapper-Constant F","Constant F",0,NA,0,0.3,0.06,0,0,1
"SAFMC-South Atlantic snapper grouper FMP-Red grouper-Constant F","Constant F",0,NA,0,NA,0.25,0,0,1
"SAFMC-South Atlantic snapper grouper FMP-Red porgy-Constant F","Constant F",0,NA,0,NA,0.25,0,0,1
"SAFMC-South Atlantic snapper grouper FMP-Red snapper-Constant F","Constant F",0,NA,0,0.5,NA,NA,NA,1
"SAFMC-South Atlantic snapper grouper FMP-Snowy grouper-Constant F","Constant F",0,NA,0,0.5,0.25,NA,NA,1
"SAFMC-South Atlantic snapper grouper FMP-Vermilion snapper-Constant F","Constant F",0,NA,0,0.275,NA,0,0,1
"SAFMC-South Atlantic snapper grouper FMP-Wreckfish-Constant F","Constant F",0,NA,0,NA,NA,0,NA,1
"SAFMC-South Atlantic snapper grouper FMP-Yellowtail Snapper-Constant F","Constant F",0,NA,0,0.375,NA,0,NA,1
"SAFMC-South Atlantic snapper grouper FMP-Atlantic Spadefish-Catch-based","Catch-based",0,NA,0,NA,NA,0,NA,1
"SAFMC-South Atlantic snapper grouper FMP-Bar Jack-Catch-based","Catch-based",0,NA,0,NA,NA,0,NA,1
"SAFMC-South Atlantic snapper grouper FMP-Black grouper-Catch-based","Catch-based",0,NA,0,NA,NA,0,NA,1
"SAFMC-South Atlantic snapper grouper FMP-Gray Triggerfish-Catch-based","Catch-based",0,NA,0,NA,NA,0,NA,1
"SAFMC-South Atlantic snapper grouper FMP-GA-NC Hogfish-Catch-based","Catch-based",0,NA,0,0.275,NA,0.05,0,1
"SAFMC-South Atlantic snapper grouper FMP-Scamp-Catch-based","Catch-based",0,NA,0,NA,NA,0.1,NA,1
"SAFMC-South Atlantic snapper grouper FMP-Speckled hind-Catch-based","Catch-based",0,NA,0,NA,NA,NA,NA,1
"SAFMC-South Atlantic snapper grouper FMP-Warsaw grouper-Catch-based","Catch-based",0,NA,0,NA,NA,NA,NA,1
"SAFMC-South Atlantic snapper grouper FMP-Goliath Grouper-Catch prohibited","Catch prohibited",0,NA,0,NA,NA,NA,NA,1
"SAFMC-South Atlantic snapper grouper FMP-Nassau Grouper-Catch prohibited","Catch prohibited",0,NA,0,NA,NA,NA,NA,1
"SAFMC-South Atlantic snapper grouper FMP-Porgy Complex-Catch-based","Catch-based",0,NA,0,NA,NA,0,NA,1
"SAFMC-South Atlantic snapper grouper FMP-Shallow-Water Groupers Complex-Catch-based","Catch-based",0,NA,0,NA,NA,0,NA,1
"SAFMC-South Atlantic snapper grouper FMP-Snappers Complex-Catch-based","Catch-based",0,NA,0,NA,NA,0,NA,1
"WPFMC-American Samoa FEP-American Samoa Archipelago Bottomfish Complex-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"WPFMC-American Samoa FEP-Guam Bottomfish-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"WPFMC-American Samoa FEP-CNMI Bottomfish-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"WPFMC-Hawaii Archipelago FEP-Uku-Constant F","Constant F",0,NA,0,NA,0.03834378,0,NA,1
"WPFMC-Hawaii Archipelago FEP-Hawaii Deep 7 bottomfish complex-Constant F","Constant F",0,NA,0,NA,0.08960573,0.03149606,NA,1
"WPFMC-Hawaii Archipelago FEP-Hawaii Deepwater Shrimp-Constant F","Constant F",0,NA,0,NA,NA,0,NA,1
"WPFMC-Hawaii Archipelago FEP-Hawaii Precious Coral Management Unit Species-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"WPFMC-Hawaii Archipelago FEP-Kona Crab (spanner crab)-Constant F","Constant F",0,NA,0,NA,NA,0,NA,1
"WPFMC-Mariana Archipelago FEP-Mariana Bottomfish Complex-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"NOAA-Atlantic/Gulf HMS FMP-Albacore tuna-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"NOAA-Atlantic/Gulf HMS FMP-Atlantic Small Coastal Sharks-Constant F","Constant F",0,NA,0,NA,NA,0,NA,1
"NOAA-Atlantic/Gulf HMS FMP-Bigeye thresher shark-Catch prohibited","Catch prohibited",0,NA,0,NA,NA,NA,NA,1
"NOAA-Atlantic/Gulf HMS FMP-Bigeye tuna-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"NOAA-Atlantic/Gulf HMS FMP-Blue marlin-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"NOAA-Atlantic/Gulf HMS FMP-Blue shark-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"NOAA-Atlantic/Gulf HMS FMP-Bluefin tuna-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"NOAA-Atlantic/Gulf HMS FMP-Gulf of Mexico-Blacknose shark-Constant F","Constant F",0,NA,0,NA,NA,0,NA,1
"NOAA-Atlantic/Gulf HMS FMP-Gulf of Mexico-Blacktip shark-Constant F","Constant F",0,NA,0,NA,NA,0,NA,1
"NOAA-Atlantic/Gulf HMS FMP-Hammerhead-Constant F","Constant F",0,NA,0,NA,NA,0,NA,1
"NOAA-Atlantic/Gulf HMS FMP-Large Coastal Sharks-Constant F","Constant F",0,NA,0,NA,NA,0,NA,1
"NOAA-Atlantic/Gulf HMS FMP-Large Coastal Sharks-Catch prohibited","Catch prohibited",0,NA,0,NA,NA,0,NA,1
"NOAA-Atlantic/Gulf HMS FMP-Longbill spearfish-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"NOAA-Atlantic/Gulf HMS FMP-Pelagic Sharks-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"NOAA-Atlantic/Gulf HMS FMP-Porbeagle-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"NOAA-Atlantic/Gulf HMS FMP-Prohibited Shark Complex-Catch prohibited","Catch prohibited",0,NA,0,NA,NA,NA,NA,1
"NOAA-Atlantic/Gulf HMS FMP-Roundscale spearfish-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"NOAA-Atlantic/Gulf HMS FMP-Sailfish-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"NOAA-Atlantic/Gulf HMS FMP-Skipjack tuna-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"NOAA-Atlantic/Gulf HMS FMP-Smoothhound Sharks-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"NOAA-Atlantic/Gulf HMS FMP-Swordfish-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"NOAA-Atlantic/Gulf HMS FMP-White marlin-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"NOAA-Atlantic/Gulf HMS FMP-Yellowfin tuna-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC/WPFMC-West Coast Highly Migratory Species FMP-Eastern Pacific-Swordfish-Exempt","Exempt",NA,NA,0,NA,NA,NA,NA,1
"PFMC/WPFMC-West Coast Highly Migratory Species FMP-Western and Central North Pacific-Swordfish-Exempt","Exempt",NA,NA,0,NA,NA,NA,NA,1
"PFMC/WPFMC-West Coast Highly Migratory Species FMP-Common thresher shark-Exempt","Exempt",NA,NA,0,NA,NA,NA,NA,1
"PFMC/WPFMC-West Coast Highly Migratory Species FMP-Shortfin mako shark-Exempt","Exempt",NA,NA,0,NA,NA,NA,NA,1
"PFMC/WPFMC-West Coast Highly Migratory Species FMP-Blue shark-Exempt","Exempt",NA,NA,0,NA,NA,NA,NA,1
"PFMC/WPFMC-West Coast Highly Migratory Species FMP-Eastern Pacific-Yellowfin tuna-Exempt","Exempt",NA,NA,0,NA,NA,NA,NA,1
"PFMC/WPFMC-West Coast Highly Migratory Species FMP-Western and Central Pacific-Yellowfin tuna-Exempt","Exempt",NA,NA,0,NA,NA,NA,NA,1
"PFMC/WPFMC-West Coast Highly Migratory Species FMP-Eastern Pacific-Skipjack tuna-Exempt","Exempt",NA,NA,0,NA,NA,NA,NA,1
"PFMC/WPFMC-West Coast Highly Migratory Species FMP-Western and Central Pacific-Skipjack tuna-Exempt","Exempt",NA,NA,0,NA,NA,NA,NA,1
"PFMC/WPFMC-West Coast Highly Migratory Species FMP-Eastern Pacific-Bigeye tuna-Exempt","Exempt",NA,NA,0,NA,NA,NA,NA,1
"PFMC/WPFMC-West Coast Highly Migratory Species FMP-Western and Central Pacific-Bigeye tuna-Exempt","Exempt",NA,NA,0,NA,NA,NA,NA,1
"PFMC/WPFMC-West Coast Highly Migratory Species FMP-Eastern Pacific-Striped marlin-Exempt","Exempt",NA,NA,0,NA,NA,NA,NA,1
"PFMC/WPFMC-West Coast Highly Migratory Species FMP-Western and Central North Pacific-Striped marlin-Exempt","Exempt",NA,NA,0,NA,NA,NA,NA,1
"PFMC/WPFMC-West Coast Highly Migratory Species FMP-Dorado (Dolphinfish)-Exempt","Exempt",NA,NA,0,NA,NA,NA,NA,1
"PFMC/WPFMC-West Coast Highly Migratory Species FMP-Pacific bluefin tuna-Exempt","Exempt",NA,NA,0,NA,NA,NA,NA,1
"PFMC/WPFMC-West Coast Highly Migratory Species FMP-North Pacific Albacore-Exempt","Exempt",NA,NA,0,NA,NA,NA,NA,1
