council_short,FMP_FEP,stock,common_name,sci_name,hcr_type,biomass_limit,p_star,abc_buffer,acl_buffer,act_buffer
CFMC,Caribbean Reef Fish FMP,Puerto Rico-Squirrelfish,bigeye,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,Puerto Rico-Squirrelfish,longspine squirrelfish,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,Puerto Rico-Squirrelfish,squirrelfish,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,St. Thomas and St. John-Squirrelfish,Blackbar soldierfish,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,St. Thomas and St. John-Squirrelfish,bigeye,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,St. Thomas and St. John-Squirrelfish,longspine squirrelfish,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,St. Thomas and St. John-Squirrelfish,squirrelfish,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,St. Croix-Squirrelfish,Blackbar soldierfish,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,St. Croix-Squirrelfish,bigeye,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,St. Croix-Squirrelfish,longspine squirrelfish,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,St. Croix-Squirrelfish,squirrelfish,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,Puerto Rico-Surgeonfish,Blue tang,NA,Constant catch,0,NA,0,0.25,0
CFMC,Caribbean Reef Fish FMP,Puerto Rico-Surgeonfish,ocean surgeonfish,NA,Constant catch,0,NA,0,0.25,0
CFMC,Caribbean Reef Fish FMP,Puerto Rico-Surgeonfish,doctorfish,NA,Constant catch,0,NA,0,0.25,0
CFMC,Caribbean Reef Fish FMP,St. Thomas and St. John-Surgeonfish,Blue tang,NA,Constant catch,0,NA,0,0.25,0
CFMC,Caribbean Reef Fish FMP,St. Thomas and St. John-Surgeonfish,ocean surgeonfish,NA,Constant catch,0,NA,0,0.25,0
CFMC,Caribbean Reef Fish FMP,St. Thomas and St. John-Surgeonfish,doctorfish,NA,Constant catch,0,NA,0,0.25,0
CFMC,Caribbean Reef Fish FMP,St. Croix-Surgeonfish,Blue tang,NA,Constant catch,0,NA,0,0.25,0
CFMC,Caribbean Reef Fish FMP,St. Croix-Surgeonfish,ocean surgeonfish,NA,Constant catch,0,NA,0,0.25,0
CFMC,Caribbean Reef Fish FMP,St. Croix-Surgeonfish,doctorfish,NA,Constant catch,0,NA,0,0.25,0
CFMC,Caribbean Reef Fish FMP,Puerto Rico-Triggerfish & Filefish,Ocean triggerfish,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,Puerto Rico-Triggerfish & Filefish,queen triggerfish,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,Puerto Rico-Triggerfish & Filefish,sargassum triggerfish,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,Puerto Rico-Triggerfish & Filefish,scrawled filefish,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,Puerto Rico-Triggerfish & Filefish,whitespotted filefish,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,Puerto Rico-Triggerfish & Filefish,black durgon,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,St. Thomas and St. John-Triggerfish & Filefish,Ocean triggerfish,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,St. Thomas and St. John-Triggerfish & Filefish,queen triggerfish,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,St. Thomas and St. John-Triggerfish & Filefish,sargassum triggerfish,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,St. Thomas and St. John-Triggerfish & Filefish,scrawled filefish,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,St. Thomas and St. John-Triggerfish & Filefish,whitespotted filefish,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,St. Thomas and St. John-Triggerfish & Filefish,black durgon,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,St. Croix-Triggerfish & Filefish,Ocean triggerfish,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,St. Croix-Triggerfish & Filefish,queen triggerfish,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,St. Croix-Triggerfish & Filefish,sargassum triggerfish,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,St. Croix-Triggerfish & Filefish,scrawled filefish,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,St. Croix-Triggerfish & Filefish,whitespotted filefish,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,St. Croix-Triggerfish & Filefish,black durgon,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,Puerto Rico-Wrasses,Hogfish,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,Puerto Rico-Wrasses,puddingwife,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,Puerto Rico-Wrasses,Spanish hogfish,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,St. Thomas and St. John-Wrasses,Hogfish,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,St. Thomas and St. John-Wrasses,puddingwife,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,St. Thomas and St. John-Wrasses,Spanish hogfish,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,St. Croix-Wrasses,Hogfish,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,St. Croix-Wrasses,puddingwife,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Reef Fish FMP,St. Croix-Wrasses,Spanish hogfish,NA,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Spiny Lobster FMP,Puerto Rico-spiny lobster,spiny lobster,Panulirus argus,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Spiny Lobster FMP,St. Croix-spiny lobster,spiny lobster,Panulirus argus,Constant catch,0,NA,0,0.09999999999999998,0
CFMC,Caribbean Spiny Lobster FMP,St. Thomas and St. John-spiny lobster,spiny lobster,Panulirus argus,Constant catch,0,NA,0,0.09999999999999998,0
GMFMC/SAFMC,Coastal Migratory Pelagic FMP,Gulf of Mexico-King mackerel,King mackerel,Scomberomorus cavalla,Constant F,0,0.43,0.039,NA,NA
GMFMC/SAFMC,Coastal Migratory Pelagic FMP,South Atlantic coast-King mackerel,King mackerel,Scomberomorus cavalla,Constant F,0,0.4,NA,NA,NA
GMFMC/SAFMC,Coastal Migratory Pelagic FMP,Gulf of Mexico-Spanish mackerel,Spanish mackerel,Scomberomorus maculatus,Constant F,0,NA,0.25,NA,NA
GMFMC/SAFMC,Coastal Migratory Pelagic FMP,South Atlantic coast-Spanish mackerel,Spanish mackerel,Scomberomorus maculatus,Constant F,0,0.4,NA,NA,NA
GMFMC/SAFMC,Coastal Migratory Pelagic FMP,Gulf of Mexico-Cobia,Cobia,Rachycentron canadum,Constant F,0,0.434,0.046,NA,NA
GMFMC,Gulf of Mexico Reef Fish FMP,Goliath grouper,Goliath grouper,Epinephelus itajara,Catch prohibited,0,NA,NA,NA,NA
GMFMC,Gulf of Mexico Reef Fish FMP,Mutton snapper,Mutton snapper,Lutjanus analis,Constant F,0,NA,0.04,0,NA
GMFMC,Gulf of Mexico Reef Fish FMP,Red snapper,Red snapper,Lutjanus campechanus,Constant F,0,NA,0.025,NA,NA
GMFMC,Gulf of Mexico Reef Fish FMP,Gray snapper,Gray snapper,Lutjanus griseus,Constant F,0,NA,0.25,0,0.14
GMFMC,Gulf of Mexico Reef Fish FMP,Yellowtail snapper,Yellowtail snapper,Ocyurus chrysurus,Constant F,0,0.4,NA,0,NA
GMFMC,Gulf of Mexico Reef Fish FMP,Vermilion snapper,Vermilion snapper,NA,Constant F,0,0.398,0.25,0,0.14
GMFMC,Gulf of Mexico Reef Fish FMP,Shallow water grouper,Red grouper,NA,Constant F,0,NA,NA,NA,NA
GMFMC,Gulf of Mexico Reef Fish FMP,Gag,Gag,NA,Constant F,0,NA,0.25,NA,NA
GMFMC,Gulf of Mexico Reef Fish FMP,Greater amberjack,Greater amberjack,NA,Constant F,0,NA,0.25,0,0.16
GMFMC,Gulf of Mexico Reef Fish FMP,Gray triggerfish,Gray triggerfish,NA,Constant F,0,0.4,0.24,NA,NA
GMFMC,Gulf of Mexico Reef Fish FMP,Hogfish,Hogfish,NA,Constant F,0,NA,NA,NA,NA
GMFMC,Gulf of Mexico Reef Fish FMP,Lane Snapper,Lane Snapper,NA,Constant F,0,NA,NA,NA,NA
GMFMC,Gulf of Mexico Reef Fish FMP,Mid-water snapper,Queen Snapper,NA,Catch-based,0,NA,NA,NA,NA
GMFMC,Gulf of Mexico Reef Fish FMP,Mid-water snapper,Blackfin Snapper,NA,Catch-based,0,NA,NA,NA,NA
GMFMC,Gulf of Mexico Reef Fish FMP,Cubera snapper,Cubera snapper,NA,Catch-based,0,NA,NA,NA,NA
GMFMC,Gulf of Mexico Reef Fish FMP,Mid-water snapper,Silk Snapper,NA,Catch-based,0,NA,NA,NA,NA
GMFMC,Gulf of Mexico Reef Fish FMP,Mid-water snapper,Wenchman,NA,Catch-based,0,NA,NA,NA,NA
GMFMC,Gulf of Mexico Reef Fish FMP,Deep water grouper,Speckled hind,NA,Catch-based,0,NA,NA,NA,NA
GMFMC,Gulf of Mexico Reef Fish FMP,Deep water grouper,Yellowedge grouper,NA,Catch-based,0,NA,0.25,NA,NA
GMFMC,Gulf of Mexico Reef Fish FMP,Deep water grouper,Warsaw grouper,NA,Catch-based,0,NA,NA,NA,NA
GMFMC,Gulf of Mexico Reef Fish FMP,Deep water grouper,Snowy grouper,NA,Catch-based,0,NA,NA,NA,NA
GMFMC,Gulf of Mexico Reef Fish FMP,Shallow water grouper,Black grouper,NA,Catch-based,0,NA,NA,NA,NA
GMFMC,Gulf of Mexico Reef Fish FMP,Shallow water grouper,Yellowmouth grouper,NA,Catch-based,0,NA,NA,NA,NA
GMFMC,Gulf of Mexico Reef Fish FMP,Shallow water grouper,Yellowfin grouper,NA,Catch-based,0,NA,NA,NA,NA
GMFMC,Gulf of Mexico Reef Fish FMP,Tilefishes,Goldface tilefish,NA,Catch-based,0,NA,0.25,NA,NA
GMFMC,Gulf of Mexico Reef Fish FMP,Tilefishes,Blueline tilefish,NA,Catch-based,0,NA,0.25,NA,NA
GMFMC,Gulf of Mexico Reef Fish FMP,Tilefishes,Golden tilefish,NA,Catch-based,0,NA,0.25,NA,NA
GMFMC,Gulf of Mexico Reef Fish FMP,Jacks Complex,Lesser amberjack,NA,Catch-based,0,NA,NA,NA,NA
GMFMC,Gulf of Mexico Reef Fish FMP,Jacks Complex,Almaco jack,NA,Catch-based,0,NA,NA,NA,NA
GMFMC,Gulf of Mexico Reef Fish FMP,Jacks Complex,Banded rudderfish,NA,Catch-based,0,NA,NA,NA,NA
GMFMC,Gulf of Mexico Reef Fish FMP,Shallow water grouper,Scamp,NA,Catch-based,0,NA,NA,NA,NA
GMFMC,Red Drum FMP,Red drum,Red drum,Sciaenops ocellatus,Catch prohibited,0,NA,NA,NA,NA
GMFMC,Shrimp FMP,Royal red shrimp,Royal red shrimp,Pleoticus robustus,Constant catch,0,NA,NA,NA,NA
GMFMC,Shrimp FMP,Pink shrimp,Pink shrimp,Farfantepenaeus duorarum,None,0,NA,NA,NA,NA
GMFMC,Shrimp FMP,White shrimp,White shrimp,Litopenaeus setiferus,None,0,NA,NA,NA,NA
GMFMC,Shrimp FMP,Brown shrimp,Brown shrimp,Farfantepenaeus aztecus,None,0,NA,NA,NA,NA
GMFMC/SAFMC,Spiny Lobster FMP,Spiny lobster,Spiny lobster,Panulirus argus,Catch-based,0,NA,0.0734177215189874,0,0.09999999999999998
MAFMC,Bluefish FMP,Bluefish,Bluefish,Pomatomus saltatrix,Threshold F,1,NA,0.3772189,0,0
MAFMC,Golden and Blueline Tilefish FMP,Golden tilefish,Golden tilefish,Lopholatilus chamaelonticeps,Threshold F,1,NA,0.28590140000000003,0,0
MAFMC,Golden and Blueline Tilefish FMP,Blueline tilefish,Blueline tilefish,Caulolatilus microps,Catch-based,0,NA,NA,0,0
MAFMC,"Mackerel, Squid, Butterfish FMP",Atlantic mackerel,Atlantic mackerel,Scomber scrombus,Threshold F,1,NA,NA,0,NA
MAFMC,"Mackerel, Squid, Butterfish FMP",Chub mackerel,Chub mackerel,Scomber colias,Catch-based,0,NA,0.2399207,0,0.04
MAFMC,"Mackerel, Squid, Butterfish FMP",Illex squid,Illex squid,Illex illecebrosus,Catch-based,0,NA,NA,0.0461,0
MAFMC,"Mackerel, Squid, Butterfish FMP",Longfin squid,Longfin squid,Doryteuthis (Amerigo) pealeii,Catch-based,0,NA,NA,0.02,0
MAFMC,"Mackerel, Squid, Butterfish FMP",Butterfish,Butterfish,Peprilus triacanthus,Threshold F,1,NA,NA,0,0.0500168
MAFMC,"Mid-Atlantic summer flounder, scup, black sea bass FMP",Summer flounder,Summer flounder,Paralichthys dentatus,Threshold F,1,NA,0.1910149,0.4594487,0
MAFMC,"Mid-Atlantic summer flounder, scup, black sea bass FMP",Scup,Scup,Stenotomus chrysops,Threshold F,1,NA,0.01382064,0.2198692,0
MAFMC,"Mid-Atlantic summer flounder, scup, black sea bass FMP",Sea bass,Black sea bass,Centropristis striata,Threshold F,1,NA,0.2227953,0.536828,0
NEFMC,Atlantic Salmon FMP,Atlantic salmon,Atlantic salmon,Salmo salar,Catch prohibited,0,NA,NA,NA,NA
NEFMC,Northeast Multispecies FMP,Gulf of Maine-Atlantic cod,Atlantic cod,Gadus morhua,Constant F,0,NA,NA,NA,NA
NEFMC,Northeast Multispecies FMP,Georges Bank-Atlantic cod,Atlantic cod,Gadus morhua,Constant F,0,NA,NA,NA,NA
NEFMC,Northeast Multispecies FMP,Acadian redfish,Acadian redfish,Sebastes fasciatus,Constant F,0,NA,NA,NA,NA
NEFMC,Northeast Multispecies FMP,Atlantic wolffish,Atlantic wolffish,Anarhichas lupus,Constant F,0,NA,NA,NA,NA
NEFMC,Northeast Multispecies FMP,Witch flounder,Witch flounder,Glyptocephalus cynoglossus,Constant F,0,NA,NA,NA,NA
NEFMC,Northeast Multispecies FMP,Gulf of Maine-Haddock,Haddock,Melanogrammus aeglefinus,Constant F,0,NA,NA,NA,NA
NEFMC,Northeast Multispecies FMP,Georges Bank-Haddock,Haddock,Melanogrammus aeglefinus,Constant F,0,NA,NA,NA,NA
NEFMC,Northeast Multispecies FMP,Gulf of Maine-Winter flounder,Winter flounder,Pseudopleuronectes americanus,Constant F,0,NA,NA,NA,NA
NEFMC,Northeast Multispecies FMP,Georges Bank-Winter flounder,Winter flounder,Pseudopleuronectes americanus,Constant F,0,NA,NA,NA,NA
NEFMC,Northeast Multispecies FMP,Southern New England/Mid-Atlantic-Winter flounder,Winter flounder,Pseudopleuronectes americanus,Constant F,0,NA,NA,NA,NA
NEFMC,Northeast Multispecies FMP,White hake,White hake,Urophycis tenuis,Constant F,0,NA,NA,NA,NA
NEFMC,Northeast Multispecies FMP,Northern-Windowpane flounder,Windowpane flounder,Scophthalmus aquosus,Constant F,0,NA,NA,NA,NA
NEFMC,Northeast Multispecies FMP,Southern-Windowpane flounder,Windowpane flounder,Scophthalmus aquosus,Constant F,0,NA,NA,NA,NA
NEFMC,Northeast Multispecies FMP,Atlantic pollock,Atlantic pollock,Pollachius virens,Constant F,0,NA,NA,NA,NA
NEFMC,Northeast Multispecies FMP,Georges Bank-Yellowtail flounder,Yellowtail flounder,Limanda ferruginea,Constant F,0,NA,NA,NA,NA
NEFMC,Northeast Multispecies FMP,Southern New England/Mid-AtlanticYellowtail flounder,Yellowtail flounder,Limanda ferruginea,Constant F,0,NA,NA,NA,NA
NEFMC,Northeast Multispecies FMP,Cape Cod/Gulf of Maine-Yellowtail flounder,Yellowtail flounder,Limanda ferruginea,Constant F,0,NA,NA,NA,NA
NEFMC,Northeast Multispecies FMP,Atlantic halibut,Atlantic halibut,Hippoglossus hippoglossus,Constant F,0,NA,NA,NA,NA
NEFMC,Northeast Multispecies FMP,American plaice,American plaice,Hippoglossoides platessoides,Constant F,0,NA,NA,NA,NA
NEFMC,Northeast Multispecies FMP,Ocean pout,Ocean pout,Zoarces americanus,Constant F,0,NA,NA,NA,NA
NEFMC,Red Crab FMP,Red crab,Red crab,Chaceon quinquedens,Constant catch,0,NA,NA,NA,NA
NEFMC,Sea Scallop FMP,Sea scallop,Sea scallop,Placopecten magellanicus,Constant F,0,NA,NA,0.2,NA
NEFMC,Skate Complex FMP,Skate complex,Barndoor skate,Dipturis laevis,Catch-based,0,NA,NA,NA,NA
NEFMC,Skate Complex FMP,Skate complex,Clearnose skate,Raja eglanteria,Catch-based,0,NA,NA,NA,NA
NEFMC,Skate Complex FMP,Skate complex,Little skate,Leucoraja erinacea,Catch-based,0,NA,NA,NA,NA
NEFMC,Skate Complex FMP,Skate complex,Rosette skate,Leucoraja garmani,Catch-based,0,NA,NA,NA,NA
NEFMC,Skate Complex FMP,Skate complex,Smooth skate,Malacoraja senta,Catch-based,0,NA,NA,NA,NA
NEFMC,Skate Complex FMP,Skate complex,Thorny skate,Amblyraja radiata,Catch-based,0,NA,NA,NA,NA
NEFMC,Skate Complex FMP,Skate complex,Winter skate,Leucoraja ocellata,Catch-based,0,NA,NA,NA,NA
NEFMC,Small-Mesh Multispecies FMP,Gulf of Maine-Red hake,Red hake,Urophycis chuss,Constant F,0,NA,NA,NA,NA
NEFMC,Small-Mesh Multispecies FMP,Southern Georges Bank-Red hake,Red hake,Urophycis chuss,Constant F,0,NA,NA,NA,NA
NEFMC,Small-Mesh Multispecies FMP,Gulf of Maine-Silver hake,Silver hake,Merluccius bilinearis,Constant F,0,NA,NA,NA,NA
NEFMC,Small-Mesh Multispecies FMP,Southern Georges Bank-Silver hake,Silver hake,Merluccius bilinearis,Constant F,0,NA,NA,NA,NA
NEFMC,Small-Mesh Multispecies FMP,Offshore hake,Offshore hake,Merluccius albidus,Constant F,0,NA,NA,NA,NA
NEFMC,Atlantic Herring FMP,Atlantic herring,Atlantic herring,Clupea harengus,Threshold F,1,NA,NA,NA,NA
NEFMC/MAFMC,Monkfish FMP,Gulf of Maine/Northern Georges Bank-Monkfish,Monkfish,Lophius americanus,Constant F,0,NA,NA,NA,NA
NEFMC/MAFMC,Monkfish FMP,Southern Georges Bank/Mid-Atlantic-Monkfish,Monkfish,Lophius americanus,Constant F,0,NA,NA,NA,NA
NEFMC/MAFMC,Spiny Dogfish FMP,Spiny dogfish,Spiny dogfish,Squalus acanthias,Threshold F,1,0.4,0.19,NA,NA
MAFMC,Surfclams and Ocean Quahogs FMP,Surfclam,Surfclam,Spisula solidissima,Threshold F,1,NA,NA,NA,NA
MAFMC,Surfclams and Ocean Quahogs FMP,Ocean quahog,Ocean quahog,Arctica islandica,Threshold F,1,NA,NA,NA,NA
NPFMC,Alaska Salmon FMP,Mixed sp. salmon,Coho salmon,Oncorhynchus kisutch,Constant escapement,0,NA,NA,0,NA
NPFMC,Alaska Salmon FMP,Mixed sp. salmon,Pink salmon,Oncorhynchus gorbuscha,Constant escapement,0,NA,NA,0,NA
NPFMC,Alaska Salmon FMP,Eastern North Pacific Far North Migrating-Chinook salmon,Chinook salmon,Oncorhynchus tshawytscha,Exempt,0,NA,NA,0,NA
NPFMC,Alaska Salmon FMP,Coho salmon,Coho salmon,Oncorhynchus kisutch,Constant escapement,0,NA,NA,0,NA
NPFMC,Alaska Scallop FMP,Mixed sp. salmon,Chum salmon,Oncorhynchus keta,Constant escapement,0,NA,NA,NA,NA
NPFMC,Alaska Scallop FMP,Mixed sp. salmon,sockeye salmon,Oncorhynchus nerka,Constant escapement,0,NA,NA,NA,NA
NPFMC,Bering Sea/Aleutian Islands King and Tanner Crabs FMP,EBS snow crab,EBS snow crab,NA,Threshold F,1,0.25,0.25,0,0.71
NPFMC,Bering Sea/Aleutian Islands King and Tanner Crabs FMP,Bristol Bay red king crab,Bristol Bay red king crab,NA,Threshold F,1,NA,0.1,0,NA
NPFMC,Bering Sea/Aleutian Islands King and Tanner Crabs FMP,EBS Tanner crab,EBS Tanner crab,NA,Threshold F,1,NA,0.2,0,0.94
NPFMC,Bering Sea/Aleutian Islands King and Tanner Crabs FMP,Aleutian Island golden king crab,Aleutian Island golden king crab,NA,Threshold F,1,NA,0.25,0,0.17
NPFMC,Bering Sea/Aleutian Islands King and Tanner Crabs FMP,St. Matthew blue king crab,St. Matthew blue king crab,NA,Threshold F,1,NA,0.2,0,1
NPFMC,Bering Sea/Aleutian Islands King and Tanner Crabs FMP,Pribilof Islands blue king crab,Pribilof Islands blue king crab,NA,Threshold F,1,0.25,NA,0,NA
NPFMC,Bering Sea/Aleutian Islands King and Tanner Crabs FMP,Pribilof Islands red king crab,Pribilof Islands red king crab,NA,Threshold F,1,0.25,NA,0,NA
NPFMC,Bering Sea/Aleutian Islands King and Tanner Crabs FMP,Norton Sound red king crab,Norton Sound red king crab,NA,Threshold F,1,0.25,NA,0,NA
NPFMC,Bering Sea/Aleutian Islands King and Tanner Crabs FMP,Pribilof Islands golden king crab,Pribilof Islands golden king crab,NA,Catch-based,0,NA,0.25,0,NA
NPFMC,Bering Sea/Aleutian Islands King and Tanner Crabs FMP,Western Aleutian Islands red king crab,Western Aleutian Islands red king crab,NA,Catch-based,0,NA,0.25,0,1
NPFMC,GOA groundfish FMP,Arrowtooth flounder,Arrowtooth flounder,NA,Threshold F,1,NA,0.16,0,0.22
NPFMC,GOA groundfish FMP,Dusky rockfish,Dusky rockfish,NA,Threshold F,1,NA,0.18,0,0
NPFMC,GOA groundfish FMP,Flathead sole,Flathead sole,NA,Threshold F,1,NA,0.18,0,0
NPFMC,GOA groundfish FMP,Northern rockfish,Northern rockfish,NA,Threshold F,1,NA,0.16,0,0
NPFMC,GOA groundfish FMP,Pacific cod,Pacific cod,NA,Threshold F,1,NA,0.18,0,0.56
NPFMC,GOA groundfish FMP,Pacific ocean perch,Pacific ocean perch,NA,Threshold F,1,NA,0.16,0,0
NPFMC,GOA groundfish FMP,Pollock,Pollock,NA,Threshold F,1,NA,0.14,0,NA
NPFMC,GOA groundfish FMP,Rex sole,Rex sole,NA,Threshold F,1,NA,0.18,0,NA
NPFMC,GOA groundfish FMP,Rougheye & blackspotted rockfish,Rougheye rockfish,NA,Threshold F,1,NA,0.17,0,0
NPFMC,GOA groundfish FMP,Rougheye & blackspotted rockfish,blackspotted rockfish,NA,Threshold F,1,NA,0.17,0,0
NPFMC,GOA groundfish FMP,Sablefish,Sablefish,NA,Threshold F,1,NA,0.63,0,0.17
NPFMC,GOA groundfish FMP,Northern rock sole,Northern rock sole,Lepidopsetta polyxystra,Threshold F,1,NA,0.15,0,NA
NPFMC,GOA groundfish FMP,Southern rock sole,Southern rock sole,Pleuronectes bilineata,Threshold F,1,NA,0.15,0,NA
NPFMC,GOA groundfish FMP,Demersal shelf rockfish,yelloweye rockfish,NA,Constant F,0,NA,0.37,0,0
NPFMC,GOA groundfish FMP,Other rockfish-slope sub-group (sharpchin rockfish),sharpchin rockfish,S. zacentrus,Constant F,0,NA,0.18,0,0.59
NPFMC,GOA groundfish FMP,Other rockfish-slope sub-group,yellowtail rockfish,S. flavidus,Constant F,0,NA,0.25,0,0.59
NPFMC,GOA groundfish FMP,Other rockfish-slope sub-group,yellowmouth rockfish,S. reedi,Constant F,0,NA,0.25,0,0.59
NPFMC,GOA groundfish FMP,Other rockfish-slope sub-group,widow rockfish,S. entomelas,Constant F,0,NA,0.25,0,0.59
NPFMC,GOA groundfish FMP,Other rockfish-slope sub-group,vermilion rockfish,S. miniatus,Constant F,0,NA,0.25,0,0.59
NPFMC,GOA groundfish FMP,Other rockfish-slope sub-group,stripetail rockfish,S. saxicola,Constant F,0,NA,0.25,0,0.59
NPFMC,GOA groundfish FMP,Other rockfish-slope sub-group,splitnose rockfish,S. diploproa,Constant F,0,NA,0.25,0,0.59
NPFMC,GOA groundfish FMP,Other rockfish-slope sub-group,silvergray rockfish,S. brevispinis,Constant F,0,NA,0.25,0,0.59
NPFMC,GOA groundfish FMP,Other rockfish-slope sub-group,redstripe rockfish,S. proriger,Constant F,0,NA,0.25,0,0.59
NPFMC,GOA groundfish FMP,Other rockfish-slope sub-group,redbanded rockfish,S. babcocki,Constant F,0,NA,0.25,0,0.59
NPFMC,GOA groundfish FMP,Other rockfish-slope sub-group,pygmy rockfish,S. wilsoni,Constant F,0,NA,0.25,0,0.59
NPFMC,GOA groundfish FMP,Other rockfish-slope sub-group,harlequin rockfish,S. variegatus,Constant F,0,NA,0.25,0,0.59
NPFMC,GOA groundfish FMP,Other rockfish-slope sub-group,greenstriped rockfish,S. elongates,Constant F,0,NA,0.25,0,0.59
NPFMC,GOA groundfish FMP,Other rockfish-slope sub-group,darkblotched rockfish,S. crameri,Constant F,0,NA,0.25,0,0.59
NPFMC,GOA groundfish FMP,Other rockfish-slope sub-group,Chilipepper,S. goodie,Constant F,0,NA,0.25,0,0.59
NPFMC,GOA groundfish FMP,Other rockfish-slope sub-group,bocaccio,S. paucispinis,Constant F,0,NA,0.25,0,0.59
NPFMC,GOA groundfish FMP,Other rockfish-slope sub-group,blackgill rockfish,S. melanostomus,Constant F,0,NA,0.25,0,0.59
NPFMC,GOA groundfish FMP,Shallow water flatfish,Yellowfin sole,Pleuronectes asper,Constant F,0,NA,0.18,0,0.22
NPFMC,GOA groundfish FMP,Shallow water flatfish,Starry flounder,Platichthys stellatus,Constant F,0,NA,0.18,0,0.22
NPFMC,GOA groundfish FMP,Shallow water flatfish,Butter sole,Pleuronectes isolepis,Constant F,0,NA,0.18,0,0.22
NPFMC,GOA groundfish FMP,Shallow water flatfish,English sole,Pleuronectes vetulus,Constant F,0,NA,0.18,0,0.22
NPFMC,GOA groundfish FMP,Shallow water flatfish,Alaska plaice,Pleuronectes quadrituberculatus,Constant F,0,NA,0.18,0,0.22
NPFMC,GOA groundfish FMP,Shallow water flatfish,Sand sole,Psettichthys melanostictus,Constant F,0,NA,0.18,0,0.22
NPFMC,GOA groundfish FMP,Sharks-Spiny dogfish,Spiny dogfish,NA,Constant F,0,NA,0.25,0,0
NPFMC,GOA groundfish FMP,Shortraker rockfish,Shortraker rockfish,NA,Constant F,0,NA,0.25,0,0
NPFMC,GOA groundfish FMP,Skates,Big skate,Beringraja binoculata,Constant F,0,NA,0.25,0,0
NPFMC,GOA groundfish FMP,Skates,longnose skates,Raja rhina,Constant F,0,NA,0.25,0,0
NPFMC,GOA groundfish FMP,Skates,other skates,NA,Constant F,0,NA,0.25,0,0
