council_short,FMP_FEP,stock,common_name,sci_name,hcr_type,biomass_limit,p_star,abc_buffer,acl_buffer,act_buffer
PFMC,Pacific Coast Groundfish FMP,S of 4010-Shortraker,Shortraker,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Yellowmouth,Yellowmouth,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,CW-Yelloweye Rockfish,Yelloweye Rockfish,NA,Threshold F,1,0.4,0.16,NA,NA
PFMC,Pacific Coast Groundfish FMP,WA-Black Rockfish,Black Rockfish,NA,Threshold F,1,0.45,0.091,NA,NA
PFMC,Pacific Coast Groundfish FMP,CA-Black Rockfish,Black Rockfish,NA,Threshold F,1,0.45,0.091,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Bocaccio,Bocaccio,NA,Threshold F,1,0.45,0.083,NA,NA
PFMC,Pacific Coast Groundfish FMP,CW-Canary Rockfish,Canary Rockfish,NA,Threshold F,1,0.45,0.091,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Chilipepper,Chilipepper,NA,Threshold F,1,0.45,0.091,NA,NA
PFMC,Pacific Coast Groundfish FMP,CW-Darkblotched Rockfish,Darkblotched Rockfish,NA,Threshold F,1,0.45,0.083,NA,NA
PFMC,Pacific Coast Groundfish FMP,CW-Dover Sole,Dover Sole,NA,Threshold F,1,0.45,0.065,NA,NA
PFMC,Pacific Coast Groundfish FMP,CW-Petrale Sole,Petrale Sole,NA,Threshold F,1,0.45,0.074,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Splitnose,Splitnose,NA,Threshold F,1,0.45,0.117,NA,NA
PFMC,Pacific Coast Groundfish FMP,CW-Widow Rockfish,Widow Rockfish,NA,Threshold F,1,0.45,0.074,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Yellowtail Rockfish,Yellowtail Rockfish,NA,Threshold F,1,0.45,0.083,NA,NA
PFMC,Pacific Coast Groundfish FMP,CA-Quillback,Quillback,NA,Threshold F,1,0.45,0.126,NA,NA
PFMC,Pacific Coast Groundfish FMP,CW-Arrowtooth Flounder,Arrowtooth Flounder,NA,Threshold F,1,0.4,0.294,NA,NA
PFMC,Pacific Coast Groundfish FMP,CW-Big Skate,Big Skate,NA,Threshold F,1,0.45,0.143,NA,NA
PFMC,Pacific Coast Groundfish FMP,CW-English Sole,English Sole,NA,Threshold F,1,0.45,0.19,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Lingcod,Lingcod,NA,Threshold F,1,0.45,0.126,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Lingcod,Lingcod,NA,Threshold F,1,0.45,0.126,NA,NA
PFMC,Pacific Coast Groundfish FMP,CW-Longnose Skate,Longnose Skate,NA,Threshold F,1,0.45,0.143,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Pacific Ocean Perch,Pacific Ocean Perch,NA,Threshold F,1,0.45,0.159,NA,NA
PFMC,Pacific Coast Groundfish FMP,CW-Spiny Dogfish,Spiny Dogfish,NA,Threshold F,1,0.4,0.238,NA,NA
PFMC,Pacific Coast Groundfish FMP,CW-Pacific Cod,Pacific Cod,NA,Catch-based,0,0.4,0.398,NA,NA
PFMC,Pacific Coast Groundfish FMP,CW-Starry Flounder,Starry Flounder,NA,Catch-based,0,0.4,0.398,NA,NA
PFMC,Pacific Coast Groundfish FMP,CW-California Scorpionfish,California Scorpionfish,NA,Unknown,NA,0.45,0.096,NA,NA
PFMC,Pacific Coast Groundfish FMP,CW-Pacific Whiting,Pacific Whiting,NA,Threshold F,1,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - California Central Valley: Sacramento River Fall,Chinook salmon,Oncorhynchus tshawytscha,Threshold F,0,NA,0.1,NA,NA
PFMC,Salmon FMP,Chinook salmon - California Central Valley: Sacramento River Spring,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - California Central Valley: Sacramento River Winter,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Columbia River Basin: Lower River Hatchery Fall,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Columbia River Basin: Lower River Hatchery Spring,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Columbia River Basin: North Lewis River Fall,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Columbia River Basin: Snake River Fall,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Columbia River Basin: Snake River Spring/Summer,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Columbia River Basin: Spring Creek Hatchery Fall,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Columbia River Basin: Upper River Bright Fall,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Columbia River Basin: Upper River Spring,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Columbia River Basin: Upper River Summer,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Columbia River Basin: Upper Willamette Spring,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Northern California Coast: California Coastal,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Northern California Coast: Klamath River Fall,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,0.05,NA,NA
PFMC,Salmon FMP,Chinook salmon - Northern California Coast: Klamath River Spring,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Oregon Coast: Central and Northern Oregon,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Oregon Coast: Southern Oregon,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Puget Sound: Cedar River Summer/Fall,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Puget Sound: Eastern Strait of Juan de Fuca Summer/Fall,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Puget Sound: Green River Summer/Fall,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Puget Sound: Mid Hood Canal Summer/Fall,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Puget Sound: Nisqually River Summer/Fall,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Puget Sound: Nooksack Spring Early,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Puget Sound: Puyallup Summer/Fall,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Puget Sound: Skagit Spring,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Puget Sound: Skagit Summer/Fall,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Puget Sound: Snohomish Summer/Fall,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Puget Sound: Stillaguamish Summer/Fall,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Puget Sound: White River Spring,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Washington Coast: Grays Harbor Fall,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Washington Coast: Grays Harbor Spring,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Washington Coast: Hoh Fall,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Washington Coast: Hoh Spring/Summer,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Washington Coast: Hoko Summer/Fall,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Washington Coast: Queets Fall,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Washington Coast: Queets Spring/Summer,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Washington Coast: Quillayute Fall,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Washington Coast: Quillayute Spring/Summer,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Washington Coast: Quinault Fall Hatchery,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Washington Coast: Willapa Bay Fall Hatchery,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Chinook salmon - Washington Coast: Willapa Bay Fall Natural,Chinook salmon,Oncorhynchus tshawytscha,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Coho salmon - Oregon Production Index Area: Central California Coast,coho salmon,Oncorhynchus kisutch,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Coho salmon - Oregon Production Index Area: Columbia River Early Hatchery,coho salmon,Oncorhynchus kisutch,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Coho salmon - Oregon Production Index Area: Columbia River Late Hatchery,coho salmon,Oncorhynchus kisutch,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Coho salmon - Oregon Production Index Area: Lower Columbia Natural,coho salmon,Oncorhynchus kisutch,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Coho salmon - Oregon Production Index Area: Oregon Coast Hatchery,coho salmon,Oncorhynchus kisutch,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Coho salmon - Oregon Production Index Area: Oregon Coast Natural,coho salmon,Oncorhynchus kisutch,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Coho salmon - Oregon Production Index Area: Southern Oregon/Northern California Coast,coho salmon,Oncorhynchus kisutch,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Coho salmon - Puget Sound: Hood Canal,coho salmon,Oncorhynchus kisutch,Threshold F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Coho salmon - Puget Sound: Skagit,coho salmon,Oncorhynchus kisutch,Threshold F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Coho salmon - Puget Sound: Snohomish,coho salmon,Oncorhynchus kisutch,Threshold F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Coho salmon - Puget Sound: South Puget Sound Hatchery,coho salmon,Oncorhynchus kisutch,Threshold F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Coho salmon - Puget Sound: Stillaguamish,coho salmon,Oncorhynchus kisutch,Threshold F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Coho salmon - Washington Coast: Grays Harbor,coho salmon,Oncorhynchus kisutch,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Coho salmon - Washington Coast: Hoh,coho salmon,Oncorhynchus kisutch,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Coho salmon - Washington Coast: Queets,coho salmon,Oncorhynchus kisutch,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Coho salmon - Washington Coast: Quillayute Fall,coho salmon,Oncorhynchus kisutch,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Coho salmon - Washington Coast: Quillayute Summer Hatchery,coho salmon,Oncorhynchus kisutch,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Coho salmon - Washington Coast: Quinault Hatchery,coho salmon,Oncorhynchus kisutch,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Coho salmon - Washington Coast: Strait of Juan de Fuca,coho salmon,Oncorhynchus kisutch,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Coho salmon - Washington Coast: Willapa Bay Hatchery,coho salmon,Oncorhynchus kisutch,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Coho salmon - Washington Coast: Willapa Bay Natural,coho salmon,Oncorhynchus kisutch,Constant F,0,NA,NA,NA,NA
PFMC,Salmon FMP,Pink salmon - Puget Sound,pink salmon,Oncorhynchus gorbuscha,Constant F,0,NA,NA,NA,NA
SAFMC,Golden Crab FMP,Golden Crab,Golden Crab,NA,Constant catch,0,NA,NA,0,NA
SAFMC,Shrimp FMP,Brown shrimp,Brown shrimp,NA,Unknown,NA,NA,NA,NA,NA
SAFMC,Shrimp FMP,Pink shrimp,Pink shrimp,NA,Catch-based,0,NA,NA,NA,NA
SAFMC,Shrimp FMP,Rock shrimp,Rock shrimp,NA,Catch-based,0,NA,NA,NA,NA
SAFMC,Shrimp FMP,White shrimp,White shrimp,NA,Catch-based,0,NA,NA,NA,NA
SAFMC,South Atlantic dolphin/wahoo FMP,Dolphin,Dolphin,NA,Catch-based,0,NA,NA,0,NA
SAFMC,South Atlantic dolphin/wahoo FMP,Wahoo,Wahoo,NA,Catch-based,0,NA,NA,0,NA
SAFMC,South Atlantic snapper grouper FMP,Deepwater Complex,Yellowedge Grouper,NA,Catch-based,0,NA,NA,0,NA
SAFMC,South Atlantic snapper grouper FMP,Deepwater Complex,Silk Snapper,NA,Catch-based,0,NA,NA,0,NA
SAFMC,South Atlantic snapper grouper FMP,Deepwater Complex,Misty Grouper,NA,Catch-based,0,NA,NA,0,NA
SAFMC,South Atlantic snapper grouper FMP,Deepwater Complex,Sand Tilefish,NA,Catch-based,0,NA,NA,0,NA
SAFMC,South Atlantic snapper grouper FMP,Deepwater Complex,Queen Snapper,NA,Catch-based,0,NA,NA,0,NA
SAFMC,South Atlantic snapper grouper FMP,Deepwater Complex,Blackfin Snapper,NA,Catch-based,0,NA,NA,0,NA
SAFMC,South Atlantic snapper grouper FMP,Grunts Complex,White Grunt,NA,Catch-based,0,NA,NA,0,NA
SAFMC,South Atlantic snapper grouper FMP,Grunts Complex,Tomtate,NA,Catch-based,0,NA,NA,0,NA
SAFMC,South Atlantic snapper grouper FMP,Grunts Complex,Margate,NA,Catch-based,0,NA,NA,0,NA
SAFMC,South Atlantic snapper grouper FMP,Grunts Complex,Sailor's Choice,NA,Catch-based,0,NA,NA,0,NA
SAFMC,South Atlantic snapper grouper FMP,Jacks Complex,Almaco Jack,NA,Catch-based,0,NA,NA,0,NA
SAFMC,South Atlantic snapper grouper FMP,Jacks Complex,Banded Rudderfish,NA,Catch-based,0,NA,NA,0,NA
SAFMC,South Atlantic snapper grouper FMP,Jacks Complex,Lesser Amberjack,NA,Catch-based,0,NA,NA,0,NA
SAFMC,South Atlantic snapper grouper FMP,Black sea bass,Black sea bass,NA,Constant F,0,0.4,0.25,0.03,0
SAFMC,South Atlantic snapper grouper FMP,Blueline Tilefish,Blueline Tilefish,NA,Constant F,0,0.3,NA,0.02,0
SAFMC,South Atlantic snapper grouper FMP,Gag,Gag,NA,Constant F,0,0.3,NA,0.05,NA
SAFMC,South Atlantic snapper grouper FMP,Golden tilefish,Golden tilefish,NA,Constant F,0,NA,0.25,0,0
SAFMC,South Atlantic snapper grouper FMP,Greater amberjack,Greater amberjack,NA,Constant F,0,NA,0.25,0,0
SAFMC,South Atlantic snapper grouper FMP,FLK/EFL Hogfish,FLK/EFL Hogfish,NA,Constant F,0,0.275,0.3,0.05,NA
SAFMC,South Atlantic snapper grouper FMP,Mutton Snapper,Mutton Snapper,NA,Constant F,0,0.3,0.06,0,0
SAFMC,South Atlantic snapper grouper FMP,Red grouper,Red grouper,NA,Constant F,0,NA,0.25,0,0
SAFMC,South Atlantic snapper grouper FMP,Red porgy,Red porgy,NA,Constant F,0,NA,0.25,0,0
SAFMC,South Atlantic snapper grouper FMP,Red snapper,Red snapper,NA,Constant F,0,0.5,NA,NA,NA
SAFMC,South Atlantic snapper grouper FMP,Snowy grouper,Snowy grouper,NA,Constant F,0,0.5,0.25,NA,NA
SAFMC,South Atlantic snapper grouper FMP,Vermilion snapper,Vermilion snapper,NA,Constant F,0,0.275,NA,0,0
SAFMC,South Atlantic snapper grouper FMP,Wreckfish,Wreckfish,NA,Constant F,0,NA,NA,0,NA
SAFMC,South Atlantic snapper grouper FMP,Yellowtail Snapper,Yellowtail Snapper,NA,Constant F,0,0.375,NA,0,NA
SAFMC,South Atlantic snapper grouper FMP,Atlantic Spadefish,Atlantic Spadefish,NA,Catch-based,0,NA,NA,0,NA
SAFMC,South Atlantic snapper grouper FMP,Bar Jack,Bar Jack,NA,Catch-based,0,NA,NA,0,NA
SAFMC,South Atlantic snapper grouper FMP,Black grouper,Black grouper,NA,Catch-based,0,NA,NA,0,NA
SAFMC,South Atlantic snapper grouper FMP,Gray Triggerfish,Gray Triggerfish,NA,Catch-based,0,NA,NA,0,NA
SAFMC,South Atlantic snapper grouper FMP,GA-NC Hogfish,GA-NC Hogfish,NA,Catch-based,0,0.275,NA,0.05,0
SAFMC,South Atlantic snapper grouper FMP,Scamp,Scamp,NA,Catch-based,0,NA,NA,0.1,NA
SAFMC,South Atlantic snapper grouper FMP,Speckled hind,Speckled hind,NA,Catch-based,0,NA,NA,NA,NA
SAFMC,South Atlantic snapper grouper FMP,Warsaw grouper,Warsaw grouper,NA,Catch-based,0,NA,NA,NA,NA
SAFMC,South Atlantic snapper grouper FMP,Goliath Grouper,Goliath Grouper,NA,Catch prohibited,0,NA,NA,NA,NA
SAFMC,South Atlantic snapper grouper FMP,Nassau Grouper,Nassau Grouper,NA,Catch-based,0,NA,NA,NA,NA
SAFMC,South Atlantic snapper grouper FMP,Porgy Complex,Jolthead Porgy,NA,Catch-based,0,NA,NA,0,NA
SAFMC,South Atlantic snapper grouper FMP,Porgy Complex,Knobbed Porgy,NA,Catch-based,0,NA,NA,0,NA
SAFMC,South Atlantic snapper grouper FMP,Porgy Complex,Saucereye Porgy,NA,Catch-based,0,NA,NA,0,NA
SAFMC,South Atlantic snapper grouper FMP,Porgy Complex,Scup,NA,Catch-based,0,NA,NA,0,NA
SAFMC,South Atlantic snapper grouper FMP,Porgy Complex,Whitebone Porgy,NA,Catch-based,0,NA,NA,0,NA
SAFMC,South Atlantic snapper grouper FMP,Shallow-Water Groupers Complex,Red Hind,NA,Catch-based,0,NA,NA,0,NA
SAFMC,South Atlantic snapper grouper FMP,Shallow-Water Groupers Complex,Rock Hind,NA,Catch-based,0,NA,NA,0,NA
SAFMC,South Atlantic snapper grouper FMP,Shallow-Water Groupers Complex,Yellowmouth Grouper,NA,Catch-based,0,NA,NA,0,NA
SAFMC,South Atlantic snapper grouper FMP,Shallow-Water Groupers Complex,Yellowfin Grouper,NA,Catch-based,0,NA,NA,0,NA
SAFMC,South Atlantic snapper grouper FMP,Shallow-Water Groupers Complex,Coney,NA,Catch-based,0,NA,NA,0,NA
SAFMC,South Atlantic snapper grouper FMP,Shallow-Water Groupers Complex,Graysby,NA,Catch-based,0,NA,NA,0,NA
SAFMC,South Atlantic snapper grouper FMP,Snappers Complex,Gray Snapper,NA,Catch-based,0,NA,NA,0,NA
SAFMC,South Atlantic snapper grouper FMP,Snappers Complex,Lane Snapper,NA,Catch-based,0,NA,NA,0,NA
SAFMC,South Atlantic snapper grouper FMP,Snappers Complex,Cubera Snapper,NA,Catch-based,0,NA,NA,0,NA
WPFMC,American Samoa FEP,American Samoa Archipelago Bottomfish Complex,red snapper/silvermouth,Aphareus rutilans,Constant F,0,NA,NA,NA,NA
WPFMC,American Samoa FEP,American Samoa Archipelago Bottomfish Complex,gray snapper/jobfish,Aprion virescens,Constant F,0,NA,NA,NA,NA
WPFMC,American Samoa FEP,American Samoa Archipelago Bottomfish Complex,black trevally/jack,Caranx lugubris,Constant F,0,NA,NA,NA,NA
WPFMC,American Samoa FEP,American Samoa Archipelago Bottomfish Complex,lunartail grouper,Variola louti,Constant F,0,NA,NA,NA,NA
WPFMC,American Samoa FEP,American Samoa Archipelago Bottomfish Complex,red snapper,Etelis carbunculus,Constant F,0,NA,NA,NA,NA
WPFMC,American Samoa FEP,American Samoa Archipelago Bottomfish Complex,red snapper,Etelis coruscans,Constant F,0,NA,NA,NA,NA
WPFMC,American Samoa FEP,American Samoa Archipelago Bottomfish Complex,redgill emperor,Lethrinus rubrioperculatus,Constant F,0,NA,NA,NA,NA
WPFMC,American Samoa FEP,American Samoa Archipelago Bottomfish Complex,blueline snapper,Lutjanus kasmira,Constant F,0,NA,NA,NA,NA
WPFMC,American Samoa FEP,American Samoa Archipelago Bottomfish Complex,pink snapper,Pristipomoides filamentosus,Constant F,0,NA,NA,NA,NA
WPFMC,American Samoa FEP,American Samoa Archipelago Bottomfish Complex,yelloweye snapper,Pristipomoides flavipinnis,Constant F,0,NA,NA,NA,NA
WPFMC,American Samoa FEP,American Samoa Archipelago Bottomfish Complex,snapper,Pristipomoides zonatus,Constant F,0,NA,NA,NA,NA
WPFMC,American Samoa FEP,Guam Bottomfish,NA,NA,Constant F,0,NA,NA,NA,NA
WPFMC,American Samoa FEP,CNMI Bottomfish,NA,NA,Constant F,0,NA,NA,NA,NA
WPFMC,Hawaii Archipelago FEP,Uku,Uku,Aprion virescens,Constant F,0,NA,0.03834378,0,NA
WPFMC,Hawaii Archipelago FEP,Hawaii Deep 7 bottomfish complex,Ehu (squirrelfish snapper),Etelis carbunculus,Constant F,0,NA,0.08960573,0.03149606,NA
WPFMC,Hawaii Archipelago FEP,Hawaii Deep 7 bottomfish complex,Gindai (Brigham's snapper),Pristipomoides zonatus,Constant F,0,NA,0.08960573,0.03149606,NA
WPFMC,Hawaii Archipelago FEP,Hawaii Deep 7 bottomfish complex,"Hapuʻupuʻu (Seale's grouper, Hawaiian grouper)",Hyporthodus quernus,Constant F,0,NA,0.08960573,0.03149606,NA
WPFMC,Hawaii Archipelago FEP,Hawaii Deep 7 bottomfish complex,Kalekale (Von Siebold's snapper),Pristipomoides sieboldii,Constant F,0,NA,0.08960573,0.03149606,NA
WPFMC,Hawaii Archipelago FEP,Hawaii Deep 7 bottomfish complex,Lehi (silverjaw snapper),Aphareus rutilans,Constant F,0,NA,0.08960573,0.03149606,NA
WPFMC,Hawaii Archipelago FEP,Hawaii Deep 7 bottomfish complex,Onaga (longtail snapper),Etelis coruscans,Constant F,0,NA,0.08960573,0.03149606,NA
WPFMC,Hawaii Archipelago FEP,Hawaii Deep 7 bottomfish complex,Ōpakapaka (pink snapper),Pristipomoides filamentosus,Constant F,0,NA,0.08960573,0.03149606,NA
WPFMC,Hawaii Archipelago FEP,Hawaii Deepwater Shrimp,NA,Heterocarpus ensifer,Constant F,0,NA,NA,0,NA
WPFMC,Hawaii Archipelago FEP,Hawaii Deepwater Shrimp,NA,Heterocarpus laevigatus,Constant F,0,NA,NA,0,NA
WPFMC,Hawaii Archipelago FEP,Hawaii Deepwater Shrimp,NA,Heterocarpus sibogae,Constant F,0,NA,NA,0,NA
WPFMC,Hawaii Archipelago FEP,Hawaii Deepwater Shrimp,NA,Heterocarpus gibbosus,Constant F,0,NA,NA,0,NA
WPFMC,Hawaii Archipelago FEP,Hawaii Deepwater Shrimp,NA,Heterocarpus Lepidus,Constant F,0,NA,NA,0,NA
WPFMC,Hawaii Archipelago FEP,Hawaii Deepwater Shrimp,NA,Heterocarpus dorsalis,Constant F,0,NA,NA,0,NA
WPFMC,Hawaii Archipelago FEP,Hawaii Deepwater Shrimp,NA,Heterocarpus tricarinatus,Constant F,0,NA,NA,0,NA
WPFMC,Hawaii Archipelago FEP,Hawaii Deepwater Shrimp,NA,Heterocarpus longirostris,Constant F,0,NA,NA,0,NA
WPFMC,Hawaii Archipelago FEP,Hawaii Precious Coral Management Unit Species,pink coral (red coral),Corallium secundum,Constant F,0,NA,NA,NA,NA
WPFMC,Hawaii Archipelago FEP,Hawaii Precious Coral Management Unit Species,pink coral (red coral),Corallium regale,Constant F,0,NA,NA,NA,NA
WPFMC,Hawaii Archipelago FEP,Hawaii Precious Coral Management Unit Species,pink coral (red coral),Corallium laauense,Constant F,0,NA,NA,NA,NA
WPFMC,Hawaii Archipelago FEP,Hawaii Precious Coral Management Unit Species,gold coral,Gerardia spp.,Constant F,0,NA,NA,NA,NA
WPFMC,Hawaii Archipelago FEP,Hawaii Precious Coral Management Unit Species,gold coral,Narella spp.,Constant F,0,NA,NA,NA,NA
WPFMC,Hawaii Archipelago FEP,Hawaii Precious Coral Management Unit Species,gold coral,Calyptrophora spp.,Constant F,0,NA,NA,NA,NA
WPFMC,Hawaii Archipelago FEP,Hawaii Precious Coral Management Unit Species,bamboo coral,Lepidisis olapa,Constant F,0,NA,NA,NA,NA
WPFMC,Hawaii Archipelago FEP,Hawaii Precious Coral Management Unit Species,bamboo coral,Acanella spp.,Constant F,0,NA,NA,NA,NA
WPFMC,Hawaii Archipelago FEP,Hawaii Precious Coral Management Unit Species,black coral,Antipathes dichotoma,Constant F,0,NA,NA,NA,NA
WPFMC,Hawaii Archipelago FEP,Hawaii Precious Coral Management Unit Species,black coral,Antipathes grandis,Constant F,0,NA,NA,NA,NA
WPFMC,Hawaii Archipelago FEP,Hawaii Precious Coral Management Unit Species,black coral,Antipathes ulex,Constant F,0,NA,NA,NA,NA
WPFMC,Hawaii Archipelago FEP,Kona Crab (spanner crab),Kona Crab (spanner crab),Ranina ranina,Constant F,0,NA,NA,0,NA
WPFMC,Mariana Archipelago FEP,Mariana Bottomfish Complex,"red snapper, silvermouth",Aphareus rutilans,Constant F,0,NA,NA,NA,NA
WPFMC,Mariana Archipelago FEP,Mariana Bottomfish Complex,"giant trevally, jack",Caranx ignobilis,Constant F,0,NA,NA,NA,NA
WPFMC,Mariana Archipelago FEP,Mariana Bottomfish Complex,"black trevally, jack",Caranx lugubris,Constant F,0,NA,NA,NA,NA
WPFMC,Mariana Archipelago FEP,Mariana Bottomfish Complex,lunartail grouper,Variola louti,Constant F,0,NA,NA,NA,NA
WPFMC,Mariana Archipelago FEP,Mariana Bottomfish Complex,red snapper,Etelis carbunculus,Constant F,0,NA,NA,NA,NA
