"fmc","fmp","biomass","value","catch","u","f"
"PFMC","HMS",0.32,"OFL",0.032,0.1,0.105360515657826
"PFMC","HMS",0.33,"OFL",0.033,0.1,0.105360515657826
"PFMC","HMS",0.34,"OFL",0.034,0.1,0.105360515657826
"PFMC","HMS",0.35,"OFL",0.035,0.1,0.105360515657826
"PFMC","HMS",0.36,"OFL",0.036,0.1,0.105360515657826
"PFMC","HMS",0.37,"OFL",0.037,0.1,0.105360515657826
"PFMC","HMS",0.38,"OFL",0.038,0.1,0.105360515657826
"PFMC","HMS",0.39,"OFL",0.039,0.1,0.105360515657826
"PFMC","HMS",0.4,"OFL",0.04,0.1,0.105360515657826
"PFMC","HMS",0.41,"OFL",0.041,0.1,0.105360515657826
"PFMC","HMS",0.42,"OFL",0.042,0.1,0.105360515657826
"PFMC","HMS",0.43,"OFL",0.043,0.1,0.105360515657826
"PFMC","HMS",0.44,"OFL",0.044,0.1,0.105360515657826
"PFMC","HMS",0.45,"OFL",0.045,0.1,0.105360515657826
"PFMC","HMS",0.46,"OFL",0.046,0.1,0.105360515657826
"PFMC","HMS",0.47,"OFL",0.047,0.1,0.105360515657826
"PFMC","HMS",0.48,"OFL",0.048,0.1,0.105360515657826
"PFMC","HMS",0.49,"OFL",0.049,0.1,0.105360515657826
"PFMC","HMS",0.5,"OFL",0.05,0.1,0.105360515657826
"PFMC","HMS",0.51,"OFL",0.051,0.1,0.105360515657826
"PFMC","HMS",0.52,"OFL",0.052,0.1,0.105360515657826
"PFMC","HMS",0.53,"OFL",0.053,0.1,0.105360515657826
"PFMC","HMS",0.54,"OFL",0.054,0.1,0.105360515657826
"PFMC","HMS",0.55,"OFL",0.055,0.1,0.105360515657826
"PFMC","HMS",0.56,"OFL",0.056,0.1,0.105360515657826
"PFMC","HMS",0.57,"OFL",0.057,0.1,0.105360515657826
"PFMC","HMS",0.58,"OFL",0.058,0.1,0.105360515657826
"PFMC","HMS",0.59,"OFL",0.059,0.1,0.105360515657826
"PFMC","HMS",0.6,"OFL",0.06,0.1,0.105360515657826
"PFMC","HMS",0.61,"OFL",0.061,0.1,0.105360515657826
"PFMC","HMS",0.62,"OFL",0.062,0.1,0.105360515657826
"PFMC","HMS",0.63,"OFL",0.063,0.1,0.105360515657826
"PFMC","HMS",0.64,"OFL",0.064,0.1,0.105360515657826
"PFMC","HMS",0.65,"OFL",0.065,0.1,0.105360515657826
"PFMC","HMS",0.66,"OFL",0.066,0.1,0.105360515657826
"PFMC","HMS",0.67,"OFL",0.067,0.1,0.105360515657826
"PFMC","HMS",0.68,"OFL",0.068,0.1,0.105360515657826
"PFMC","HMS",0.69,"OFL",0.069,0.1,0.105360515657826
"PFMC","HMS",0.7,"OFL",0.07,0.1,0.105360515657826
"PFMC","HMS",0.71,"OFL",0.071,0.1,0.105360515657826
"PFMC","HMS",0.72,"OFL",0.072,0.1,0.105360515657826
"PFMC","HMS",0.73,"OFL",0.073,0.1,0.105360515657826
"PFMC","HMS",0.74,"OFL",0.074,0.1,0.105360515657826
"PFMC","HMS",0.75,"OFL",0.075,0.1,0.105360515657826
"PFMC","HMS",0.76,"OFL",0.076,0.1,0.105360515657826
"PFMC","HMS",0.77,"OFL",0.077,0.1,0.105360515657826
"PFMC","HMS",0.78,"OFL",0.078,0.1,0.105360515657826
"PFMC","HMS",0.79,"OFL",0.079,0.1,0.105360515657826
"PFMC","HMS",0.8,"OFL",0.08,0.1,0.105360515657826
"PFMC","HMS",0.81,"OFL",0.081,0.1,0.105360515657826
"PFMC","HMS",0.82,"OFL",0.082,0.1,0.105360515657826
"PFMC","HMS",0.83,"OFL",0.083,0.1,0.105360515657826
"PFMC","HMS",0.84,"OFL",0.084,0.1,0.105360515657826
"PFMC","HMS",0.85,"OFL",0.085,0.1,0.105360515657826
"PFMC","HMS",0.86,"OFL",0.086,0.1,0.105360515657826
"PFMC","HMS",0.87,"OFL",0.087,0.1,0.105360515657826
"PFMC","HMS",0.88,"OFL",0.088,0.1,0.105360515657826
"PFMC","HMS",0.89,"OFL",0.089,0.1,0.105360515657826
"PFMC","HMS",0.9,"OFL",0.09,0.1,0.105360515657826
"PFMC","HMS",0.91,"OFL",0.091,0.1,0.105360515657826
"PFMC","HMS",0.92,"OFL",0.092,0.1,0.105360515657826
"PFMC","HMS",0.93,"OFL",0.093,0.1,0.105360515657826
"PFMC","HMS",0.94,"OFL",0.094,0.1,0.105360515657826
"PFMC","HMS",0.95,"OFL",0.095,0.1,0.105360515657826
"PFMC","HMS",0.96,"OFL",0.096,0.1,0.105360515657826
"PFMC","HMS",0.97,"OFL",0.097,0.1,0.105360515657826
"PFMC","HMS",0.98,"OFL",0.098,0.1,0.105360515657826
"PFMC","HMS",0.99,"OFL",0.099,0.1,0.105360515657826
"PFMC","HMS",1,"OFL",0.1,0.1,0.105360515657826
"PFMC","HMS",0,"ABC",0,NA,NA
"PFMC","HMS",0.01,"ABC",0.00075,0.075,0.0779615414697118
"PFMC","HMS",0.02,"ABC",0.0015,0.075,0.0779615414697118
"PFMC","HMS",0.03,"ABC",0.00225,0.075,0.0779615414697118
"PFMC","HMS",0.04,"ABC",0.003,0.075,0.0779615414697118
"PFMC","HMS",0.05,"ABC",0.00375,0.075,0.0779615414697118
"PFMC","HMS",0.06,"ABC",0.0045,0.075,0.0779615414697118
"PFMC","HMS",0.07,"ABC",0.00525,0.075,0.0779615414697118
"PFMC","HMS",0.08,"ABC",0.006,0.075,0.0779615414697118
"PFMC","HMS",0.09,"ABC",0.00675,0.075,0.0779615414697118
"PFMC","HMS",0.1,"ABC",0.0075,0.075,0.0779615414697118
"PFMC","HMS",0.11,"ABC",0.00825,0.075,0.0779615414697119
"PFMC","HMS",0.12,"ABC",0.009,0.075,0.0779615414697118
"PFMC","HMS",0.13,"ABC",0.00975,0.075,0.0779615414697118
"PFMC","HMS",0.14,"ABC",0.0105,0.075,0.0779615414697118
"PFMC","HMS",0.15,"ABC",0.01125,0.075,0.0779615414697118
"PFMC","HMS",0.16,"ABC",0.012,0.075,0.0779615414697118
"PFMC","HMS",0.17,"ABC",0.01275,0.075,0.0779615414697118
"PFMC","HMS",0.18,"ABC",0.0135,0.075,0.0779615414697118
"PFMC","HMS",0.19,"ABC",0.01425,0.075,0.0779615414697118
"PFMC","HMS",0.2,"ABC",0.015,0.075,0.0779615414697118
"PFMC","HMS",0.21,"ABC",0.01575,0.075,0.0779615414697118
"PFMC","HMS",0.22,"ABC",0.0165,0.075,0.0779615414697119
"PFMC","HMS",0.23,"ABC",0.01725,0.075,0.0779615414697119
"PFMC","HMS",0.24,"ABC",0.018,0.075,0.0779615414697118
"PFMC","HMS",0.25,"ABC",0.01875,0.075,0.0779615414697118
"PFMC","HMS",0.26,"ABC",0.0195,0.075,0.0779615414697118
"PFMC","HMS",0.27,"ABC",0.02025,0.075,0.0779615414697118
"PFMC","HMS",0.28,"ABC",0.021,0.075,0.0779615414697118
"PFMC","HMS",0.29,"ABC",0.02175,0.075,0.0779615414697118
"PFMC","HMS",0.3,"ABC",0.0225,0.075,0.0779615414697118
"PFMC","HMS",0.31,"ABC",0.02325,0.075,0.0779615414697118
"PFMC","HMS",0.32,"ABC",0.024,0.075,0.0779615414697118
"PFMC","HMS",0.33,"ABC",0.02475,0.075,0.0779615414697118
"PFMC","HMS",0.34,"ABC",0.0255,0.075,0.0779615414697118
"PFMC","HMS",0.35,"ABC",0.02625,0.075,0.0779615414697118
"PFMC","HMS",0.36,"ABC",0.027,0.075,0.0779615414697118
"PFMC","HMS",0.37,"ABC",0.02775,0.075,0.0779615414697118
"PFMC","HMS",0.38,"ABC",0.0285,0.075,0.0779615414697118
"PFMC","HMS",0.39,"ABC",0.02925,0.075,0.0779615414697118
"PFMC","HMS",0.4,"ABC",0.03,0.075,0.0779615414697118
"PFMC","HMS",0.41,"ABC",0.03075,0.075,0.0779615414697118
"PFMC","HMS",0.42,"ABC",0.0315,0.075,0.0779615414697118
"PFMC","HMS",0.43,"ABC",0.03225,0.075,0.0779615414697118
"PFMC","HMS",0.44,"ABC",0.033,0.075,0.0779615414697119
"PFMC","HMS",0.45,"ABC",0.03375,0.075,0.0779615414697119
"PFMC","HMS",0.46,"ABC",0.0345,0.075,0.0779615414697119
"PFMC","HMS",0.47,"ABC",0.03525,0.075,0.0779615414697118
"PFMC","HMS",0.48,"ABC",0.036,0.075,0.0779615414697118
"PFMC","HMS",0.49,"ABC",0.03675,0.075,0.0779615414697118
"PFMC","HMS",0.5,"ABC",0.0375,0.075,0.0779615414697118
"PFMC","HMS",0.51,"ABC",0.03825,0.075,0.0779615414697118
"PFMC","HMS",0.52,"ABC",0.039,0.075,0.0779615414697118
"PFMC","HMS",0.53,"ABC",0.03975,0.075,0.0779615414697118
"PFMC","HMS",0.54,"ABC",0.0405,0.075,0.0779615414697118
"PFMC","HMS",0.55,"ABC",0.04125,0.075,0.0779615414697118
"PFMC","HMS",0.56,"ABC",0.042,0.075,0.0779615414697118
"PFMC","HMS",0.57,"ABC",0.04275,0.075,0.0779615414697118
"PFMC","HMS",0.58,"ABC",0.0435,0.075,0.0779615414697118
"PFMC","HMS",0.59,"ABC",0.04425,0.075,0.0779615414697118
"PFMC","HMS",0.6,"ABC",0.045,0.075,0.0779615414697118
"PFMC","HMS",0.61,"ABC",0.04575,0.075,0.0779615414697118
"PFMC","HMS",0.62,"ABC",0.0465,0.075,0.0779615414697118
"PFMC","HMS",0.63,"ABC",0.04725,0.075,0.0779615414697118
"PFMC","HMS",0.64,"ABC",0.048,0.075,0.0779615414697118
"PFMC","HMS",0.65,"ABC",0.04875,0.075,0.0779615414697118
"PFMC","HMS",0.66,"ABC",0.0495,0.075,0.0779615414697118
"PFMC","HMS",0.67,"ABC",0.05025,0.075,0.0779615414697118
"PFMC","HMS",0.68,"ABC",0.051,0.075,0.0779615414697118
"PFMC","HMS",0.69,"ABC",0.05175,0.075,0.0779615414697118
"PFMC","HMS",0.7,"ABC",0.0525,0.075,0.0779615414697118
"PFMC","HMS",0.71,"ABC",0.05325,0.075,0.0779615414697118
"PFMC","HMS",0.72,"ABC",0.054,0.075,0.0779615414697118
"PFMC","HMS",0.73,"ABC",0.05475,0.075,0.0779615414697118
"PFMC","HMS",0.74,"ABC",0.0555,0.075,0.0779615414697118
"PFMC","HMS",0.75,"ABC",0.05625,0.075,0.0779615414697118
"PFMC","HMS",0.76,"ABC",0.057,0.075,0.0779615414697118
"PFMC","HMS",0.77,"ABC",0.05775,0.075,0.0779615414697118
"PFMC","HMS",0.78,"ABC",0.0585,0.075,0.0779615414697118
"PFMC","HMS",0.79,"ABC",0.05925,0.075,0.0779615414697118
"PFMC","HMS",0.8,"ABC",0.06,0.075,0.0779615414697118
"PFMC","HMS",0.81,"ABC",0.06075,0.075,0.0779615414697118
"PFMC","HMS",0.82,"ABC",0.0615,0.075,0.0779615414697118
"PFMC","HMS",0.83,"ABC",0.06225,0.075,0.0779615414697118
"PFMC","HMS",0.84,"ABC",0.063,0.075,0.0779615414697118
"PFMC","HMS",0.85,"ABC",0.06375,0.075,0.0779615414697118
"PFMC","HMS",0.86,"ABC",0.0645,0.075,0.0779615414697118
"PFMC","HMS",0.87,"ABC",0.06525,0.075,0.0779615414697118
"PFMC","HMS",0.88,"ABC",0.066,0.075,0.0779615414697119
"PFMC","HMS",0.89,"ABC",0.06675,0.075,0.0779615414697119
"PFMC","HMS",0.9,"ABC",0.0675,0.075,0.0779615414697119
"PFMC","HMS",0.91,"ABC",0.06825,0.075,0.0779615414697119
"PFMC","HMS",0.92,"ABC",0.069,0.075,0.0779615414697119
"PFMC","HMS",0.93,"ABC",0.06975,0.075,0.0779615414697118
"PFMC","HMS",0.94,"ABC",0.0705,0.075,0.0779615414697118
"PFMC","HMS",0.95,"ABC",0.07125,0.075,0.0779615414697118
"PFMC","HMS",0.96,"ABC",0.072,0.075,0.0779615414697118
"PFMC","HMS",0.97,"ABC",0.07275,0.075,0.0779615414697118
"PFMC","HMS",0.98,"ABC",0.0735,0.075,0.0779615414697118
"PFMC","HMS",0.99,"ABC",0.07425,0.075,0.0779615414697118
"PFMC","HMS",1,"ABC",0.075,0.075,0.0779615414697118
