"fmc","fmp","biomass","bbmsy","value","f","u","catch"
"NPFMC","BSAI King and Tanner Crab",0.94,1.88,"OFL",0.105360515657826,0.1,0.094
"NPFMC","BSAI King and Tanner Crab",0.95,1.9,"OFL",0.105360515657826,0.1,0.095
"NPFMC","BSAI King and Tanner Crab",0.96,1.92,"OFL",0.105360515657826,0.1,0.096
"NPFMC","BSAI King and Tanner Crab",0.97,1.94,"OFL",0.105360515657826,0.1,0.097
"NPFMC","BSAI King and Tanner Crab",0.98,1.96,"OFL",0.105360515657826,0.1,0.098
"NPFMC","BSAI King and Tanner Crab",0.99,1.98,"OFL",0.105360515657826,0.1,0.099
"NPFMC","BSAI King and Tanner Crab",1,2,"OFL",0.105360515657826,0.1,0.1
"NPFMC","BSAI King and Tanner Crab",0,0,"ABC/ACL",0,0,0
"NPFMC","BSAI King and Tanner Crab",0.01,0.02,"ABC/ACL",0,0,0
"NPFMC","BSAI King and Tanner Crab",0.02,0.04,"ABC/ACL",0,0,0
"NPFMC","BSAI King and Tanner Crab",0.03,0.06,"ABC/ACL",0,0,0
"NPFMC","BSAI King and Tanner Crab",0.04,0.08,"ABC/ACL",0,0,0
"NPFMC","BSAI King and Tanner Crab",0.05,0.1,"ABC/ACL",0,0,0
"NPFMC","BSAI King and Tanner Crab",0.06,0.12,"ABC/ACL",0,0,0
"NPFMC","BSAI King and Tanner Crab",0.07,0.14,"ABC/ACL",0,0,0
"NPFMC","BSAI King and Tanner Crab",0.08,0.16,"ABC/ACL",0,0,0
"NPFMC","BSAI King and Tanner Crab",0.09,0.18,"ABC/ACL",0,0,0
"NPFMC","BSAI King and Tanner Crab",0.1,0.2,"ABC/ACL",0,0,0
"NPFMC","BSAI King and Tanner Crab",0.11,0.22,"ABC/ACL",0,0,0
"NPFMC","BSAI King and Tanner Crab",0.12,0.24,"ABC/ACL",0,0,0
"NPFMC","BSAI King and Tanner Crab",0.13,0.26,"ABC/ACL",0,0,0
"NPFMC","BSAI King and Tanner Crab",0.14,0.28,"ABC/ACL",0,0,0
"NPFMC","BSAI King and Tanner Crab",0.15,0.3,"ABC/ACL",0,0,0
"NPFMC","BSAI King and Tanner Crab",0.16,0.32,"ABC/ACL",0.0231793134447218,0.0229127368189121,0.00366603789102594
"NPFMC","BSAI King and Tanner Crab",0.17,0.34,"ABC/ACL",0.0252865237578783,0.0249694974021262,0.00424481455836145
"NPFMC","BSAI King and Tanner Crab",0.18,0.36,"ABC/ACL",0.0273937340710348,0.027021928521375,0.0048639471338475
"NPFMC","BSAI King and Tanner Crab",0.19,0.38,"ABC/ACL",0.0295009443841914,0.0290700392901445,0.00552330746512746
"NPFMC","BSAI King and Tanner Crab",0.2,0.4,"ABC/ACL",0.0316081546973479,0.0311138388027367,0.00622276776054733
"NPFMC","BSAI King and Tanner Crab",0.21,0.42,"ABC/ACL",0.0337153650105044,0.0331533361343098,0.00696220058820506
"NPFMC","BSAI King and Tanner Crab",0.22,0.44,"ABC/ACL",0.0358225753236609,0.0351885403409194,0.00774147887500228
"NPFMC","BSAI King and Tanner Crab",0.23,0.46,"ABC/ACL",0.0379297856368175,0.0372194604595579,0.00856047590569832
"NPFMC","BSAI King and Tanner Crab",0.24,0.48,"ABC/ACL",0.040036995949974,0.039246105508195,0.00941906532196679
"NPFMC","BSAI King and Tanner Crab",0.25,0.5,"ABC/ACL",0.0421442062631305,0.0412684844858173,0.0103171211214543
"NPFMC","BSAI King and Tanner Crab",0.26,0.52,"ABC/ACL",0.044251416576287,0.0432866063724692,0.011254517656842
"NPFMC","BSAI King and Tanner Crab",0.27,0.54,"ABC/ACL",0.0463586268894436,0.0453004801292917,0.0122311296349088
"NPFMC","BSAI King and Tanner Crab",0.28,0.56,"ABC/ACL",0.0484658372026001,0.0473101146985629,0.0132468321155976
"NPFMC","BSAI King and Tanner Crab",0.29,0.58,"ABC/ACL",0.0505730475157566,0.0493155190037374,0.0143015005110839
"NPFMC","BSAI King and Tanner Crab",0.3,0.6,"ABC/ACL",0.0526802578289131,0.0513167019494862,0.0153950105848459
"NPFMC","BSAI King and Tanner Crab",0.31,0.62,"ABC/ACL",0.0547874681420697,0.0533136724217357,0.0165272384507381
"NPFMC","BSAI King and Tanner Crab",0.32,0.64,"ABC/ACL",0.0568946784552262,0.0553064392877076,0.0176980605720664
"NPFMC","BSAI King and Tanner Crab",0.33,0.66,"ABC/ACL",0.0590018887683827,0.0572950113959585,0.0189073537606663
"NPFMC","BSAI King and Tanner Crab",0.34,0.68,"ABC/ACL",0.0611090990815392,0.0592793975764183,0.0201549951759822
"NPFMC","BSAI King and Tanner Crab",0.35,0.7,"ABC/ACL",0.0632163093946958,0.0612596066404306,0.0214408623241507
"NPFMC","BSAI King and Tanner Crab",0.36,0.72,"ABC/ACL",0.0653235197078523,0.0632356473807906,0.0227648330570846
"NPFMC","BSAI King and Tanner Crab",0.37,0.74,"ABC/ACL",0.0674307300210088,0.0652075285717851,0.0241267855715605
"NPFMC","BSAI King and Tanner Crab",0.38,0.76,"ABC/ACL",0.0695379403341654,0.067175258969231,0.0255265984083078
"NPFMC","BSAI King and Tanner Crab",0.39,0.78,"ABC/ACL",0.0716451506473219,0.0691388473105143,0.0269641504511006
"NPFMC","BSAI King and Tanner Crab",0.4,0.8,"ABC/ACL",0.0737523609604784,0.071098302314629,0.0284393209258516
"NPFMC","BSAI King and Tanner Crab",0.41,0.82,"ABC/ACL",0.0758595712736349,0.0730536326822153,0.0299519893997083
"NPFMC","BSAI King and Tanner Crab",0.42,0.84,"ABC/ACL",0.0779667815867914,0.075004847095599,0.0315020357801516
"NPFMC","BSAI King and Tanner Crab",0.43,0.86,"ABC/ACL",0.080073991899948,0.0769519542188295,0.0330893403140967
"NPFMC","BSAI King and Tanner Crab",0.44,0.88,"ABC/ACL",0.0821812022131045,0.0788949626977185,0.0347137835869961
"NPFMC","BSAI King and Tanner Crab",0.45,0.9,"ABC/ACL",0.084288412526261,0.0808338811598784,0.0363752465219453
"NPFMC","BSAI King and Tanner Crab",0.46,0.92,"ABC/ACL",0.0863956228394176,0.0827687182147605,0.0380736103787898
"NPFMC","BSAI King and Tanner Crab",0.47,0.94,"ABC/ACL",0.0885028331525741,0.0846994824536932,0.0398087567532358
"NPFMC","BSAI King and Tanner Crab",0.48,0.96,"ABC/ACL",0.0906100434657306,0.0866261824499203,0.0415805675759617
"NPFMC","BSAI King and Tanner Crab",0.49,0.98,"ABC/ACL",0.0927172537788871,0.088548826758639,0.0433889251117331
"NPFMC","BSAI King and Tanner Crab",0.5,1,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0452337119585189
"NPFMC","BSAI King and Tanner Crab",0.51,1.02,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0461383861976893
"NPFMC","BSAI King and Tanner Crab",0.52,1.04,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0470430604368596
"NPFMC","BSAI King and Tanner Crab",0.53,1.06,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.04794773467603
"NPFMC","BSAI King and Tanner Crab",0.54,1.08,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0488524089152004
"NPFMC","BSAI King and Tanner Crab",0.55,1.1,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0497570831543708
"NPFMC","BSAI King and Tanner Crab",0.56,1.12,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0506617573935412
"NPFMC","BSAI King and Tanner Crab",0.57,1.14,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0515664316327115
"NPFMC","BSAI King and Tanner Crab",0.58,1.16,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0524711058718819
"NPFMC","BSAI King and Tanner Crab",0.59,1.18,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0533757801110523
"NPFMC","BSAI King and Tanner Crab",0.6,1.2,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0542804543502227
"NPFMC","BSAI King and Tanner Crab",0.61,1.22,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.055185128589393
"NPFMC","BSAI King and Tanner Crab",0.62,1.24,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0560898028285634
"NPFMC","BSAI King and Tanner Crab",0.63,1.26,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0569944770677338
"NPFMC","BSAI King and Tanner Crab",0.64,1.28,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0578991513069042
"NPFMC","BSAI King and Tanner Crab",0.65,1.3,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0588038255460746
"NPFMC","BSAI King and Tanner Crab",0.66,1.32,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0597084997852449
"NPFMC","BSAI King and Tanner Crab",0.67,1.34,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0606131740244153
"NPFMC","BSAI King and Tanner Crab",0.68,1.36,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0615178482635857
"NPFMC","BSAI King and Tanner Crab",0.69,1.38,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0624225225027561
"NPFMC","BSAI King and Tanner Crab",0.7,1.4,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0633271967419264
"NPFMC","BSAI King and Tanner Crab",0.71,1.42,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0642318709810968
"NPFMC","BSAI King and Tanner Crab",0.72,1.44,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0651365452202672
"NPFMC","BSAI King and Tanner Crab",0.73,1.46,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0660412194594376
"NPFMC","BSAI King and Tanner Crab",0.74,1.48,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.066945893698608
"NPFMC","BSAI King and Tanner Crab",0.75,1.5,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0678505679377783
"NPFMC","BSAI King and Tanner Crab",0.76,1.52,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0687552421769487
"NPFMC","BSAI King and Tanner Crab",0.77,1.54,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0696599164161191
"NPFMC","BSAI King and Tanner Crab",0.78,1.56,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0705645906552895
"NPFMC","BSAI King and Tanner Crab",0.79,1.58,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0714692648944598
"NPFMC","BSAI King and Tanner Crab",0.8,1.6,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0723739391336302
"NPFMC","BSAI King and Tanner Crab",0.81,1.62,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0732786133728006
"NPFMC","BSAI King and Tanner Crab",0.82,1.64,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.074183287611971
"NPFMC","BSAI King and Tanner Crab",0.83,1.66,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0750879618511414
"NPFMC","BSAI King and Tanner Crab",0.84,1.68,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0759926360903117
"NPFMC","BSAI King and Tanner Crab",0.85,1.7,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0768973103294821
"NPFMC","BSAI King and Tanner Crab",0.86,1.72,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0778019845686525
"NPFMC","BSAI King and Tanner Crab",0.87,1.74,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0787066588078229
"NPFMC","BSAI King and Tanner Crab",0.88,1.76,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0796113330469932
"NPFMC","BSAI King and Tanner Crab",0.89,1.78,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0805160072861636
"NPFMC","BSAI King and Tanner Crab",0.9,1.8,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.081420681525334
"NPFMC","BSAI King and Tanner Crab",0.91,1.82,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0823253557645044
"NPFMC","BSAI King and Tanner Crab",0.92,1.84,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0832300300036748
"NPFMC","BSAI King and Tanner Crab",0.93,1.86,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0841347042428451
"NPFMC","BSAI King and Tanner Crab",0.94,1.88,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0850393784820155
"NPFMC","BSAI King and Tanner Crab",0.95,1.9,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0859440527211859
"NPFMC","BSAI King and Tanner Crab",0.96,1.92,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0868487269603563
"NPFMC","BSAI King and Tanner Crab",0.97,1.94,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0877534011995266
"NPFMC","BSAI King and Tanner Crab",0.98,1.96,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.088658075438697
"NPFMC","BSAI King and Tanner Crab",0.99,1.98,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0895627496778674
"NPFMC","BSAI King and Tanner Crab",1,2,"ABC/ACL",0.0948244640920437,0.0904674239170378,0.0904674239170378
