"fmc","fmp","biomass","bbmsy","value","f","u","catch"
"NPFMC","Scallop",0.84,1.68,"OFL",0.105360515657826,0.1,0.084
"NPFMC","Scallop",0.85,1.7,"OFL",0.105360515657826,0.1,0.085
"NPFMC","Scallop",0.86,1.72,"OFL",0.105360515657826,0.1,0.086
"NPFMC","Scallop",0.87,1.74,"OFL",0.105360515657826,0.1,0.087
"NPFMC","Scallop",0.88,1.76,"OFL",0.105360515657826,0.1,0.088
"NPFMC","Scallop",0.89,1.78,"OFL",0.105360515657826,0.1,0.089
"NPFMC","Scallop",0.9,1.8,"OFL",0.105360515657826,0.1,0.09
"NPFMC","Scallop",0.91,1.82,"OFL",0.105360515657826,0.1,0.091
"NPFMC","Scallop",0.92,1.84,"OFL",0.105360515657826,0.1,0.092
"NPFMC","Scallop",0.93,1.86,"OFL",0.105360515657826,0.1,0.093
"NPFMC","Scallop",0.94,1.88,"OFL",0.105360515657826,0.1,0.094
"NPFMC","Scallop",0.95,1.9,"OFL",0.105360515657826,0.1,0.095
"NPFMC","Scallop",0.96,1.92,"OFL",0.105360515657826,0.1,0.096
"NPFMC","Scallop",0.97,1.94,"OFL",0.105360515657826,0.1,0.097
"NPFMC","Scallop",0.98,1.96,"OFL",0.105360515657826,0.1,0.098
"NPFMC","Scallop",0.99,1.98,"OFL",0.105360515657826,0.1,0.099
"NPFMC","Scallop",1,2,"OFL",0.105360515657826,0.1,0.1
"NPFMC","Scallop",0,0,"ABC",0.0948244640920437,0.0904674239170378,0
"NPFMC","Scallop",0.01,0.02,"ABC",0.0948244640920437,0.0904674239170378,0.000904674239170378
"NPFMC","Scallop",0.02,0.04,"ABC",0.0948244640920437,0.0904674239170378,0.00180934847834076
"NPFMC","Scallop",0.03,0.06,"ABC",0.0948244640920437,0.0904674239170378,0.00271402271751113
"NPFMC","Scallop",0.04,0.08,"ABC",0.0948244640920437,0.0904674239170378,0.00361869695668151
"NPFMC","Scallop",0.05,0.1,"ABC",0.0948244640920437,0.0904674239170378,0.00452337119585189
"NPFMC","Scallop",0.06,0.12,"ABC",0.0948244640920437,0.0904674239170378,0.00542804543502227
"NPFMC","Scallop",0.07,0.14,"ABC",0.0948244640920437,0.0904674239170378,0.00633271967419264
"NPFMC","Scallop",0.08,0.16,"ABC",0.0948244640920437,0.0904674239170378,0.00723739391336302
"NPFMC","Scallop",0.09,0.18,"ABC",0.0948244640920437,0.0904674239170378,0.0081420681525334
"NPFMC","Scallop",0.1,0.2,"ABC",0.0948244640920437,0.0904674239170378,0.00904674239170378
"NPFMC","Scallop",0.11,0.22,"ABC",0.0948244640920437,0.0904674239170378,0.00995141663087415
"NPFMC","Scallop",0.12,0.24,"ABC",0.0948244640920437,0.0904674239170378,0.0108560908700445
"NPFMC","Scallop",0.13,0.26,"ABC",0.0948244640920437,0.0904674239170378,0.0117607651092149
"NPFMC","Scallop",0.14,0.28,"ABC",0.0948244640920437,0.0904674239170378,0.0126654393483853
"NPFMC","Scallop",0.15,0.3,"ABC",0.0948244640920437,0.0904674239170378,0.0135701135875557
"NPFMC","Scallop",0.16,0.32,"ABC",0.0948244640920437,0.0904674239170378,0.014474787826726
"NPFMC","Scallop",0.17,0.34,"ABC",0.0948244640920437,0.0904674239170378,0.0153794620658964
"NPFMC","Scallop",0.18,0.36,"ABC",0.0948244640920437,0.0904674239170378,0.0162841363050668
"NPFMC","Scallop",0.19,0.38,"ABC",0.0948244640920437,0.0904674239170378,0.0171888105442372
"NPFMC","Scallop",0.2,0.4,"ABC",0.0948244640920437,0.0904674239170378,0.0180934847834076
"NPFMC","Scallop",0.21,0.42,"ABC",0.0948244640920437,0.0904674239170378,0.0189981590225779
"NPFMC","Scallop",0.22,0.44,"ABC",0.0948244640920437,0.0904674239170378,0.0199028332617483
"NPFMC","Scallop",0.23,0.46,"ABC",0.0948244640920437,0.0904674239170378,0.0208075075009187
"NPFMC","Scallop",0.24,0.48,"ABC",0.0948244640920437,0.0904674239170378,0.0217121817400891
"NPFMC","Scallop",0.25,0.5,"ABC",0.0948244640920437,0.0904674239170378,0.0226168559792594
"NPFMC","Scallop",0.26,0.52,"ABC",0.0948244640920437,0.0904674239170378,0.0235215302184298
"NPFMC","Scallop",0.27,0.54,"ABC",0.0948244640920437,0.0904674239170378,0.0244262044576002
"NPFMC","Scallop",0.28,0.56,"ABC",0.0948244640920437,0.0904674239170378,0.0253308786967706
"NPFMC","Scallop",0.29,0.58,"ABC",0.0948244640920437,0.0904674239170378,0.026235552935941
"NPFMC","Scallop",0.3,0.6,"ABC",0.0948244640920437,0.0904674239170378,0.0271402271751113
"NPFMC","Scallop",0.31,0.62,"ABC",0.0948244640920437,0.0904674239170378,0.0280449014142817
"NPFMC","Scallop",0.32,0.64,"ABC",0.0948244640920437,0.0904674239170378,0.0289495756534521
"NPFMC","Scallop",0.33,0.66,"ABC",0.0948244640920437,0.0904674239170378,0.0298542498926225
"NPFMC","Scallop",0.34,0.68,"ABC",0.0948244640920437,0.0904674239170378,0.0307589241317928
"NPFMC","Scallop",0.35,0.7,"ABC",0.0948244640920437,0.0904674239170378,0.0316635983709632
"NPFMC","Scallop",0.36,0.72,"ABC",0.0948244640920437,0.0904674239170378,0.0325682726101336
"NPFMC","Scallop",0.37,0.74,"ABC",0.0948244640920437,0.0904674239170378,0.033472946849304
"NPFMC","Scallop",0.38,0.76,"ABC",0.0948244640920437,0.0904674239170378,0.0343776210884743
"NPFMC","Scallop",0.39,0.78,"ABC",0.0948244640920437,0.0904674239170378,0.0352822953276447
"NPFMC","Scallop",0.4,0.8,"ABC",0.0948244640920437,0.0904674239170378,0.0361869695668151
"NPFMC","Scallop",0.41,0.82,"ABC",0.0948244640920437,0.0904674239170378,0.0370916438059855
"NPFMC","Scallop",0.42,0.84,"ABC",0.0948244640920437,0.0904674239170378,0.0379963180451559
"NPFMC","Scallop",0.43,0.86,"ABC",0.0948244640920437,0.0904674239170378,0.0389009922843262
"NPFMC","Scallop",0.44,0.88,"ABC",0.0948244640920437,0.0904674239170378,0.0398056665234966
"NPFMC","Scallop",0.45,0.9,"ABC",0.0948244640920437,0.0904674239170378,0.040710340762667
"NPFMC","Scallop",0.46,0.92,"ABC",0.0948244640920437,0.0904674239170378,0.0416150150018374
"NPFMC","Scallop",0.47,0.94,"ABC",0.0948244640920437,0.0904674239170378,0.0425196892410078
"NPFMC","Scallop",0.48,0.96,"ABC",0.0948244640920437,0.0904674239170378,0.0434243634801781
"NPFMC","Scallop",0.49,0.98,"ABC",0.0948244640920437,0.0904674239170378,0.0443290377193485
"NPFMC","Scallop",0.5,1,"ABC",0.0948244640920437,0.0904674239170378,0.0452337119585189
"NPFMC","Scallop",0.51,1.02,"ABC",0.0948244640920437,0.0904674239170378,0.0461383861976893
"NPFMC","Scallop",0.52,1.04,"ABC",0.0948244640920437,0.0904674239170378,0.0470430604368596
"NPFMC","Scallop",0.53,1.06,"ABC",0.0948244640920437,0.0904674239170378,0.04794773467603
"NPFMC","Scallop",0.54,1.08,"ABC",0.0948244640920437,0.0904674239170378,0.0488524089152004
"NPFMC","Scallop",0.55,1.1,"ABC",0.0948244640920437,0.0904674239170378,0.0497570831543708
"NPFMC","Scallop",0.56,1.12,"ABC",0.0948244640920437,0.0904674239170378,0.0506617573935412
"NPFMC","Scallop",0.57,1.14,"ABC",0.0948244640920437,0.0904674239170378,0.0515664316327115
"NPFMC","Scallop",0.58,1.16,"ABC",0.0948244640920437,0.0904674239170378,0.0524711058718819
"NPFMC","Scallop",0.59,1.18,"ABC",0.0948244640920437,0.0904674239170378,0.0533757801110523
"NPFMC","Scallop",0.6,1.2,"ABC",0.0948244640920437,0.0904674239170378,0.0542804543502227
"NPFMC","Scallop",0.61,1.22,"ABC",0.0948244640920437,0.0904674239170378,0.055185128589393
"NPFMC","Scallop",0.62,1.24,"ABC",0.0948244640920437,0.0904674239170378,0.0560898028285634
"NPFMC","Scallop",0.63,1.26,"ABC",0.0948244640920437,0.0904674239170378,0.0569944770677338
"NPFMC","Scallop",0.64,1.28,"ABC",0.0948244640920437,0.0904674239170378,0.0578991513069042
"NPFMC","Scallop",0.65,1.3,"ABC",0.0948244640920437,0.0904674239170378,0.0588038255460746
"NPFMC","Scallop",0.66,1.32,"ABC",0.0948244640920437,0.0904674239170378,0.0597084997852449
"NPFMC","Scallop",0.67,1.34,"ABC",0.0948244640920437,0.0904674239170378,0.0606131740244153
"NPFMC","Scallop",0.68,1.36,"ABC",0.0948244640920437,0.0904674239170378,0.0615178482635857
"NPFMC","Scallop",0.69,1.38,"ABC",0.0948244640920437,0.0904674239170378,0.0624225225027561
"NPFMC","Scallop",0.7,1.4,"ABC",0.0948244640920437,0.0904674239170378,0.0633271967419264
"NPFMC","Scallop",0.71,1.42,"ABC",0.0948244640920437,0.0904674239170378,0.0642318709810968
"NPFMC","Scallop",0.72,1.44,"ABC",0.0948244640920437,0.0904674239170378,0.0651365452202672
"NPFMC","Scallop",0.73,1.46,"ABC",0.0948244640920437,0.0904674239170378,0.0660412194594376
"NPFMC","Scallop",0.74,1.48,"ABC",0.0948244640920437,0.0904674239170378,0.066945893698608
"NPFMC","Scallop",0.75,1.5,"ABC",0.0948244640920437,0.0904674239170378,0.0678505679377783
"NPFMC","Scallop",0.76,1.52,"ABC",0.0948244640920437,0.0904674239170378,0.0687552421769487
"NPFMC","Scallop",0.77,1.54,"ABC",0.0948244640920437,0.0904674239170378,0.0696599164161191
"NPFMC","Scallop",0.78,1.56,"ABC",0.0948244640920437,0.0904674239170378,0.0705645906552895
"NPFMC","Scallop",0.79,1.58,"ABC",0.0948244640920437,0.0904674239170378,0.0714692648944598
"NPFMC","Scallop",0.8,1.6,"ABC",0.0948244640920437,0.0904674239170378,0.0723739391336302
"NPFMC","Scallop",0.81,1.62,"ABC",0.0948244640920437,0.0904674239170378,0.0732786133728006
"NPFMC","Scallop",0.82,1.64,"ABC",0.0948244640920437,0.0904674239170378,0.074183287611971
"NPFMC","Scallop",0.83,1.66,"ABC",0.0948244640920437,0.0904674239170378,0.0750879618511414
"NPFMC","Scallop",0.84,1.68,"ABC",0.0948244640920437,0.0904674239170378,0.0759926360903117
"NPFMC","Scallop",0.85,1.7,"ABC",0.0948244640920437,0.0904674239170378,0.0768973103294821
"NPFMC","Scallop",0.86,1.72,"ABC",0.0948244640920437,0.0904674239170378,0.0778019845686525
"NPFMC","Scallop",0.87,1.74,"ABC",0.0948244640920437,0.0904674239170378,0.0787066588078229
"NPFMC","Scallop",0.88,1.76,"ABC",0.0948244640920437,0.0904674239170378,0.0796113330469932
"NPFMC","Scallop",0.89,1.78,"ABC",0.0948244640920437,0.0904674239170378,0.0805160072861636
"NPFMC","Scallop",0.9,1.8,"ABC",0.0948244640920437,0.0904674239170378,0.081420681525334
"NPFMC","Scallop",0.91,1.82,"ABC",0.0948244640920437,0.0904674239170378,0.0823253557645044
"NPFMC","Scallop",0.92,1.84,"ABC",0.0948244640920437,0.0904674239170378,0.0832300300036748
"NPFMC","Scallop",0.93,1.86,"ABC",0.0948244640920437,0.0904674239170378,0.0841347042428451
"NPFMC","Scallop",0.94,1.88,"ABC",0.0948244640920437,0.0904674239170378,0.0850393784820155
"NPFMC","Scallop",0.95,1.9,"ABC",0.0948244640920437,0.0904674239170378,0.0859440527211859
"NPFMC","Scallop",0.96,1.92,"ABC",0.0948244640920437,0.0904674239170378,0.0868487269603563
"NPFMC","Scallop",0.97,1.94,"ABC",0.0948244640920437,0.0904674239170378,0.0877534011995266
"NPFMC","Scallop",0.98,1.96,"ABC",0.0948244640920437,0.0904674239170378,0.088658075438697
"NPFMC","Scallop",0.99,1.98,"ABC",0.0948244640920437,0.0904674239170378,0.0895627496778674
"NPFMC","Scallop",1,2,"ABC",0.0948244640920437,0.0904674239170378,0.0904674239170378
