"fmc","fmp","biomass","bbmsy","value","catch","u","f"
"PFMC","Chub mackerel",0,0,"OFL",0,NA,NA
"PFMC","Chub mackerel",10,0.000274725274725275,"OFL",3.15,0.315,0.378336440719912
"PFMC","Chub mackerel",20,0.000549450549450549,"OFL",6.3,0.315,0.378336440719912
"PFMC","Chub mackerel",30,0.000824175824175824,"OFL",9.45,0.315,0.378336440719912
"PFMC","Chub mackerel",40,0.0010989010989011,"OFL",12.6,0.315,0.378336440719912
"PFMC","Chub mackerel",50,0.00137362637362637,"OFL",15.75,0.315,0.378336440719912
"PFMC","Chub mackerel",60,0.00164835164835165,"OFL",18.9,0.315,0.378336440719912
"PFMC","Chub mackerel",70,0.00192307692307692,"OFL",22.05,0.315,0.378336440719912
"PFMC","Chub mackerel",80,0.0021978021978022,"OFL",25.2,0.315,0.378336440719912
"PFMC","Chub mackerel",90,0.00247252747252747,"OFL",28.35,0.315,0.378336440719912
"PFMC","Chub mackerel",100,0.00274725274725275,"OFL",31.5,0.315,0.378336440719912
"PFMC","Chub mackerel",110,0.00302197802197802,"OFL",34.65,0.315,0.378336440719912
"PFMC","Chub mackerel",120,0.0032967032967033,"OFL",37.8,0.315,0.378336440719912
"PFMC","Chub mackerel",130,0.00357142857142857,"OFL",40.95,0.315,0.378336440719912
"PFMC","Chub mackerel",140,0.00384615384615385,"OFL",44.1,0.315,0.378336440719912
"PFMC","Chub mackerel",150,0.00412087912087912,"OFL",47.25,0.315,0.378336440719912
"PFMC","Chub mackerel",160,0.0043956043956044,"OFL",50.4,0.315,0.378336440719912
"PFMC","Chub mackerel",170,0.00467032967032967,"OFL",53.55,0.315,0.378336440719912
"PFMC","Chub mackerel",180,0.00494505494505494,"OFL",56.7,0.315,0.378336440719912
"PFMC","Chub mackerel",190,0.00521978021978022,"OFL",59.85,0.315,0.378336440719912
"PFMC","Chub mackerel",200,0.00549450549450549,"OFL",63,0.315,0.378336440719912
"PFMC","Chub mackerel",210,0.00576923076923077,"OFL",66.15,0.315,0.378336440719912
"PFMC","Chub mackerel",220,0.00604395604395604,"OFL",69.3,0.315,0.378336440719912
"PFMC","Chub mackerel",230,0.00631868131868132,"OFL",72.45,0.315,0.378336440719912
"PFMC","Chub mackerel",240,0.00659340659340659,"OFL",75.6,0.315,0.378336440719912
"PFMC","Chub mackerel",250,0.00686813186813187,"OFL",78.75,0.315,0.378336440719912
"PFMC","Chub mackerel",260,0.00714285714285714,"OFL",81.9,0.315,0.378336440719912
"PFMC","Chub mackerel",270,0.00741758241758242,"OFL",85.05,0.315,0.378336440719912
"PFMC","Chub mackerel",280,0.00769230769230769,"OFL",88.2,0.315,0.378336440719912
"PFMC","Chub mackerel",290,0.00796703296703297,"OFL",91.35,0.315,0.378336440719912
"PFMC","Chub mackerel",300,0.00824175824175824,"OFL",94.5,0.315,0.378336440719912
"PFMC","Chub mackerel",310,0.00851648351648352,"OFL",97.65,0.315,0.378336440719912
"PFMC","Chub mackerel",320,0.00879120879120879,"OFL",100.8,0.315,0.378336440719912
"PFMC","Chub mackerel",330,0.00906593406593407,"OFL",103.95,0.315,0.378336440719912
"PFMC","Chub mackerel",340,0.00934065934065934,"OFL",107.1,0.315,0.378336440719912
"PFMC","Chub mackerel",350,0.00961538461538462,"OFL",110.25,0.315,0.378336440719912
"PFMC","Chub mackerel",360,0.00989010989010989,"OFL",113.4,0.315,0.378336440719912
"PFMC","Chub mackerel",370,0.0101648351648352,"OFL",116.55,0.315,0.378336440719912
"PFMC","Chub mackerel",380,0.0104395604395604,"OFL",119.7,0.315,0.378336440719912
"PFMC","Chub mackerel",390,0.0107142857142857,"OFL",122.85,0.315,0.378336440719912
"PFMC","Chub mackerel",400,0.010989010989011,"OFL",126,0.315,0.378336440719912
"PFMC","Chub mackerel",410,0.0112637362637363,"OFL",129.15,0.315,0.378336440719912
"PFMC","Chub mackerel",420,0.0115384615384615,"OFL",132.3,0.315,0.378336440719912
"PFMC","Chub mackerel",430,0.0118131868131868,"OFL",135.45,0.315,0.378336440719912
"PFMC","Chub mackerel",440,0.0120879120879121,"OFL",138.6,0.315,0.378336440719912
"PFMC","Chub mackerel",450,0.0123626373626374,"OFL",141.75,0.315,0.378336440719912
"PFMC","Chub mackerel",460,0.0126373626373626,"OFL",144.9,0.315,0.378336440719912
"PFMC","Chub mackerel",470,0.0129120879120879,"OFL",148.05,0.315,0.378336440719912
"PFMC","Chub mackerel",480,0.0131868131868132,"OFL",151.2,0.315,0.378336440719912
"PFMC","Chub mackerel",490,0.0134615384615385,"OFL",154.35,0.315,0.378336440719912
"PFMC","Chub mackerel",500,0.0137362637362637,"OFL",157.5,0.315,0.378336440719912
"PFMC","Chub mackerel",510,0.014010989010989,"OFL",160.65,0.315,0.378336440719912
"PFMC","Chub mackerel",520,0.0142857142857143,"OFL",163.8,0.315,0.378336440719912
"PFMC","Chub mackerel",530,0.0145604395604396,"OFL",166.95,0.315,0.378336440719912
"PFMC","Chub mackerel",540,0.0148351648351648,"OFL",170.1,0.315,0.378336440719912
"PFMC","Chub mackerel",550,0.0151098901098901,"OFL",173.25,0.315,0.378336440719912
"PFMC","Chub mackerel",560,0.0153846153846154,"OFL",176.4,0.315,0.378336440719912
"PFMC","Chub mackerel",570,0.0156593406593407,"OFL",179.55,0.315,0.378336440719912
"PFMC","Chub mackerel",580,0.0159340659340659,"OFL",182.7,0.315,0.378336440719912
"PFMC","Chub mackerel",590,0.0162087912087912,"OFL",185.85,0.315,0.378336440719912
"PFMC","Chub mackerel",600,0.0164835164835165,"OFL",189,0.315,0.378336440719912
"PFMC","Chub mackerel",610,0.0167582417582418,"OFL",192.15,0.315,0.378336440719912
"PFMC","Chub mackerel",620,0.017032967032967,"OFL",195.3,0.315,0.378336440719912
"PFMC","Chub mackerel",630,0.0173076923076923,"OFL",198.45,0.315,0.378336440719912
"PFMC","Chub mackerel",640,0.0175824175824176,"OFL",201.6,0.315,0.378336440719912
"PFMC","Chub mackerel",650,0.0178571428571429,"OFL",204.75,0.315,0.378336440719912
"PFMC","Chub mackerel",660,0.0181318681318681,"OFL",207.9,0.315,0.378336440719912
"PFMC","Chub mackerel",670,0.0184065934065934,"OFL",211.05,0.315,0.378336440719912
"PFMC","Chub mackerel",680,0.0186813186813187,"OFL",214.2,0.315,0.378336440719912
"PFMC","Chub mackerel",690,0.018956043956044,"OFL",217.35,0.315,0.378336440719912
"PFMC","Chub mackerel",700,0.0192307692307692,"OFL",220.5,0.315,0.378336440719912
"PFMC","Chub mackerel",710,0.0195054945054945,"OFL",223.65,0.315,0.378336440719912
"PFMC","Chub mackerel",720,0.0197802197802198,"OFL",226.8,0.315,0.378336440719912
"PFMC","Chub mackerel",730,0.0200549450549451,"OFL",229.95,0.315,0.378336440719912
"PFMC","Chub mackerel",740,0.0203296703296703,"OFL",233.1,0.315,0.378336440719912
"PFMC","Chub mackerel",750,0.0206043956043956,"OFL",236.25,0.315,0.378336440719912
"PFMC","Chub mackerel",760,0.0208791208791209,"OFL",239.4,0.315,0.378336440719912
"PFMC","Chub mackerel",770,0.0211538461538462,"OFL",242.55,0.315,0.378336440719912
"PFMC","Chub mackerel",780,0.0214285714285714,"OFL",245.7,0.315,0.378336440719912
"PFMC","Chub mackerel",790,0.0217032967032967,"OFL",248.85,0.315,0.378336440719912
"PFMC","Chub mackerel",800,0.021978021978022,"OFL",252,0.315,0.378336440719912
"PFMC","Chub mackerel",810,0.0222527472527473,"OFL",255.15,0.315,0.378336440719912
"PFMC","Chub mackerel",820,0.0225274725274725,"OFL",258.3,0.315,0.378336440719912
"PFMC","Chub mackerel",830,0.0228021978021978,"OFL",261.45,0.315,0.378336440719912
"PFMC","Chub mackerel",840,0.0230769230769231,"OFL",264.6,0.315,0.378336440719912
"PFMC","Chub mackerel",850,0.0233516483516484,"OFL",267.75,0.315,0.378336440719912
"PFMC","Chub mackerel",860,0.0236263736263736,"OFL",270.9,0.315,0.378336440719912
"PFMC","Chub mackerel",870,0.0239010989010989,"OFL",274.05,0.315,0.378336440719912
"PFMC","Chub mackerel",880,0.0241758241758242,"OFL",277.2,0.315,0.378336440719912
"PFMC","Chub mackerel",890,0.0244505494505495,"OFL",280.35,0.315,0.378336440719912
"PFMC","Chub mackerel",900,0.0247252747252747,"OFL",283.5,0.315,0.378336440719912
"PFMC","Chub mackerel",910,0.025,"OFL",286.65,0.315,0.378336440719912
"PFMC","Chub mackerel",920,0.0252747252747253,"OFL",289.8,0.315,0.378336440719912
"PFMC","Chub mackerel",930,0.0255494505494505,"OFL",292.95,0.315,0.378336440719912
"PFMC","Chub mackerel",940,0.0258241758241758,"OFL",296.1,0.315,0.378336440719912
"PFMC","Chub mackerel",950,0.0260989010989011,"OFL",299.25,0.315,0.378336440719912
"PFMC","Chub mackerel",960,0.0263736263736264,"OFL",302.4,0.315,0.378336440719912
"PFMC","Chub mackerel",970,0.0266483516483516,"OFL",305.55,0.315,0.378336440719912
"PFMC","Chub mackerel",980,0.0269230769230769,"OFL",308.7,0.315,0.378336440719912
"PFMC","Chub mackerel",990,0.0271978021978022,"OFL",311.85,0.315,0.378336440719912
"PFMC","Chub mackerel",1000,0.0274725274725275,"OFL",315,0.315,0.378336440719912
"PFMC","Chub mackerel",1010,0.0277472527472527,"OFL",318.15,0.315,0.378336440719912
"PFMC","Chub mackerel",1020,0.028021978021978,"OFL",321.3,0.315,0.378336440719912
"PFMC","Chub mackerel",1030,0.0282967032967033,"OFL",324.45,0.315,0.378336440719912
"PFMC","Chub mackerel",1040,0.0285714285714286,"OFL",327.6,0.315,0.378336440719912
