"fmc","fmp","biomass","bbmsy","value","catch","u","f"
"PFMC","Chub mackerel",1050,0.0288461538461538,"OFL",330.75,0.315,0.378336440719912
"PFMC","Chub mackerel",1060,0.0291208791208791,"OFL",333.9,0.315,0.378336440719912
"PFMC","Chub mackerel",1070,0.0293956043956044,"OFL",337.05,0.315,0.378336440719912
"PFMC","Chub mackerel",1080,0.0296703296703297,"OFL",340.2,0.315,0.378336440719912
"PFMC","Chub mackerel",1090,0.0299450549450549,"OFL",343.35,0.315,0.378336440719912
"PFMC","Chub mackerel",1100,0.0302197802197802,"OFL",346.5,0.315,0.378336440719912
"PFMC","Chub mackerel",1110,0.0304945054945055,"OFL",349.65,0.315,0.378336440719912
"PFMC","Chub mackerel",1120,0.0307692307692308,"OFL",352.8,0.315,0.378336440719912
"PFMC","Chub mackerel",1130,0.031043956043956,"OFL",355.95,0.315,0.378336440719912
"PFMC","Chub mackerel",1140,0.0313186813186813,"OFL",359.1,0.315,0.378336440719912
"PFMC","Chub mackerel",1150,0.0315934065934066,"OFL",362.25,0.315,0.378336440719912
"PFMC","Chub mackerel",1160,0.0318681318681319,"OFL",365.4,0.315,0.378336440719912
"PFMC","Chub mackerel",1170,0.0321428571428571,"OFL",368.55,0.315,0.378336440719912
"PFMC","Chub mackerel",1180,0.0324175824175824,"OFL",371.7,0.315,0.378336440719912
"PFMC","Chub mackerel",1190,0.0326923076923077,"OFL",374.85,0.315,0.378336440719912
"PFMC","Chub mackerel",1200,0.032967032967033,"OFL",378,0.315,0.378336440719912
"PFMC","Chub mackerel",1210,0.0332417582417582,"OFL",381.15,0.315,0.378336440719912
"PFMC","Chub mackerel",1220,0.0335164835164835,"OFL",384.3,0.315,0.378336440719912
"PFMC","Chub mackerel",1230,0.0337912087912088,"OFL",387.45,0.315,0.378336440719912
"PFMC","Chub mackerel",1240,0.0340659340659341,"OFL",390.6,0.315,0.378336440719912
"PFMC","Chub mackerel",1250,0.0343406593406593,"OFL",393.75,0.315,0.378336440719912
"PFMC","Chub mackerel",1260,0.0346153846153846,"OFL",396.9,0.315,0.378336440719912
"PFMC","Chub mackerel",1270,0.0348901098901099,"OFL",400.05,0.315,0.378336440719912
"PFMC","Chub mackerel",1280,0.0351648351648352,"OFL",403.2,0.315,0.378336440719912
"PFMC","Chub mackerel",1290,0.0354395604395604,"OFL",406.35,0.315,0.378336440719912
"PFMC","Chub mackerel",1300,0.0357142857142857,"OFL",409.5,0.315,0.378336440719912
"PFMC","Chub mackerel",1310,0.035989010989011,"OFL",412.65,0.315,0.378336440719912
"PFMC","Chub mackerel",1320,0.0362637362637363,"OFL",415.8,0.315,0.378336440719912
"PFMC","Chub mackerel",1330,0.0365384615384615,"OFL",418.95,0.315,0.378336440719912
"PFMC","Chub mackerel",1340,0.0368131868131868,"OFL",422.1,0.315,0.378336440719912
"PFMC","Chub mackerel",1350,0.0370879120879121,"OFL",425.25,0.315,0.378336440719912
"PFMC","Chub mackerel",1360,0.0373626373626374,"OFL",428.4,0.315,0.378336440719912
"PFMC","Chub mackerel",1370,0.0376373626373626,"OFL",431.55,0.315,0.378336440719912
"PFMC","Chub mackerel",1380,0.0379120879120879,"OFL",434.7,0.315,0.378336440719912
"PFMC","Chub mackerel",1390,0.0381868131868132,"OFL",437.85,0.315,0.378336440719912
"PFMC","Chub mackerel",1400,0.0384615384615385,"OFL",441,0.315,0.378336440719912
"PFMC","Chub mackerel",1410,0.0387362637362637,"OFL",444.15,0.315,0.378336440719912
"PFMC","Chub mackerel",1420,0.039010989010989,"OFL",447.3,0.315,0.378336440719912
"PFMC","Chub mackerel",1430,0.0392857142857143,"OFL",450.45,0.315,0.378336440719912
"PFMC","Chub mackerel",1440,0.0395604395604396,"OFL",453.6,0.315,0.378336440719912
"PFMC","Chub mackerel",1450,0.0398351648351648,"OFL",456.75,0.315,0.378336440719912
"PFMC","Chub mackerel",1460,0.0401098901098901,"OFL",459.9,0.315,0.378336440719912
"PFMC","Chub mackerel",1470,0.0403846153846154,"OFL",463.05,0.315,0.378336440719912
"PFMC","Chub mackerel",1480,0.0406593406593407,"OFL",466.2,0.315,0.378336440719912
"PFMC","Chub mackerel",1490,0.0409340659340659,"OFL",469.35,0.315,0.378336440719912
"PFMC","Chub mackerel",1500,0.0412087912087912,"OFL",472.5,0.315,0.378336440719912
"PFMC","Chub mackerel",1510,0.0414835164835165,"OFL",475.65,0.315,0.378336440719912
"PFMC","Chub mackerel",1520,0.0417582417582418,"OFL",478.8,0.315,0.378336440719912
"PFMC","Chub mackerel",1530,0.042032967032967,"OFL",481.95,0.315,0.378336440719912
"PFMC","Chub mackerel",1540,0.0423076923076923,"OFL",485.1,0.315,0.378336440719912
"PFMC","Chub mackerel",1550,0.0425824175824176,"OFL",488.25,0.315,0.378336440719912
"PFMC","Chub mackerel",1560,0.0428571428571429,"OFL",491.4,0.315,0.378336440719912
"PFMC","Chub mackerel",1570,0.0431318681318681,"OFL",494.55,0.315,0.378336440719912
"PFMC","Chub mackerel",1580,0.0434065934065934,"OFL",497.7,0.315,0.378336440719912
"PFMC","Chub mackerel",1590,0.0436813186813187,"OFL",500.85,0.315,0.378336440719912
"PFMC","Chub mackerel",1600,0.043956043956044,"OFL",504,0.315,0.378336440719912
"PFMC","Chub mackerel",1610,0.0442307692307692,"OFL",507.15,0.315,0.378336440719912
"PFMC","Chub mackerel",1620,0.0445054945054945,"OFL",510.3,0.315,0.378336440719912
"PFMC","Chub mackerel",1630,0.0447802197802198,"OFL",513.45,0.315,0.378336440719912
"PFMC","Chub mackerel",1640,0.0450549450549451,"OFL",516.6,0.315,0.378336440719912
"PFMC","Chub mackerel",1650,0.0453296703296703,"OFL",519.75,0.315,0.378336440719912
"PFMC","Chub mackerel",1660,0.0456043956043956,"OFL",522.9,0.315,0.378336440719912
"PFMC","Chub mackerel",1670,0.0458791208791209,"OFL",526.05,0.315,0.378336440719912
"PFMC","Chub mackerel",1680,0.0461538461538462,"OFL",529.2,0.315,0.378336440719912
"PFMC","Chub mackerel",1690,0.0464285714285714,"OFL",532.35,0.315,0.378336440719912
"PFMC","Chub mackerel",1700,0.0467032967032967,"OFL",535.5,0.315,0.378336440719912
"PFMC","Chub mackerel",1710,0.046978021978022,"OFL",538.65,0.315,0.378336440719912
"PFMC","Chub mackerel",1720,0.0472527472527473,"OFL",541.8,0.315,0.378336440719912
"PFMC","Chub mackerel",1730,0.0475274725274725,"OFL",544.95,0.315,0.378336440719912
"PFMC","Chub mackerel",1740,0.0478021978021978,"OFL",548.1,0.315,0.378336440719912
"PFMC","Chub mackerel",1750,0.0480769230769231,"OFL",551.25,0.315,0.378336440719912
"PFMC","Chub mackerel",1760,0.0483516483516484,"OFL",554.4,0.315,0.378336440719912
"PFMC","Chub mackerel",1770,0.0486263736263736,"OFL",557.55,0.315,0.378336440719912
"PFMC","Chub mackerel",1780,0.0489010989010989,"OFL",560.7,0.315,0.378336440719912
"PFMC","Chub mackerel",1790,0.0491758241758242,"OFL",563.85,0.315,0.378336440719912
"PFMC","Chub mackerel",1800,0.0494505494505494,"OFL",567,0.315,0.378336440719912
"PFMC","Chub mackerel",1810,0.0497252747252747,"OFL",570.15,0.315,0.378336440719912
"PFMC","Chub mackerel",1820,0.05,"OFL",573.3,0.315,0.378336440719912
"PFMC","Chub mackerel",1830,0.0502747252747253,"OFL",576.45,0.315,0.378336440719912
"PFMC","Chub mackerel",1840,0.0505494505494506,"OFL",579.6,0.315,0.378336440719912
"PFMC","Chub mackerel",1850,0.0508241758241758,"OFL",582.75,0.315,0.378336440719912
"PFMC","Chub mackerel",1860,0.0510989010989011,"OFL",585.9,0.315,0.378336440719912
"PFMC","Chub mackerel",1870,0.0513736263736264,"OFL",589.05,0.315,0.378336440719912
"PFMC","Chub mackerel",1880,0.0516483516483516,"OFL",592.2,0.315,0.378336440719912
"PFMC","Chub mackerel",1890,0.0519230769230769,"OFL",595.35,0.315,0.378336440719912
"PFMC","Chub mackerel",1900,0.0521978021978022,"OFL",598.5,0.315,0.378336440719912
"PFMC","Chub mackerel",1910,0.0524725274725275,"OFL",601.65,0.315,0.378336440719912
"PFMC","Chub mackerel",1920,0.0527472527472527,"OFL",604.8,0.315,0.378336440719912
"PFMC","Chub mackerel",1930,0.053021978021978,"OFL",607.95,0.315,0.378336440719912
"PFMC","Chub mackerel",1940,0.0532967032967033,"OFL",611.1,0.315,0.378336440719912
"PFMC","Chub mackerel",1950,0.0535714285714286,"OFL",614.25,0.315,0.378336440719912
"PFMC","Chub mackerel",1960,0.0538461538461538,"OFL",617.4,0.315,0.378336440719912
"PFMC","Chub mackerel",1970,0.0541208791208791,"OFL",620.55,0.315,0.378336440719912
"PFMC","Chub mackerel",1980,0.0543956043956044,"OFL",623.7,0.315,0.378336440719912
"PFMC","Chub mackerel",1990,0.0546703296703297,"OFL",626.85,0.315,0.378336440719912
"PFMC","Chub mackerel",2000,0.0549450549450549,"OFL",630,0.315,0.378336440719912
"PFMC","Chub mackerel",2010,0.0552197802197802,"OFL",633.15,0.315,0.378336440719912
"PFMC","Chub mackerel",2020,0.0554945054945055,"OFL",636.3,0.315,0.378336440719912
"PFMC","Chub mackerel",2030,0.0557692307692308,"OFL",639.45,0.315,0.378336440719912
"PFMC","Chub mackerel",2040,0.056043956043956,"OFL",642.6,0.315,0.378336440719912
"PFMC","Chub mackerel",2050,0.0563186813186813,"OFL",645.75,0.315,0.378336440719912
"PFMC","Chub mackerel",2060,0.0565934065934066,"OFL",648.9,0.315,0.378336440719912
"PFMC","Chub mackerel",2070,0.0568681318681319,"OFL",652.05,0.315,0.378336440719912
"PFMC","Chub mackerel",2080,0.0571428571428571,"OFL",655.2,0.315,0.378336440719912
"PFMC","Chub mackerel",2090,0.0574175824175824,"OFL",658.35,0.315,0.378336440719912
"PFMC","Chub mackerel",2100,0.0576923076923077,"OFL",661.5,0.315,0.378336440719912
"PFMC","Chub mackerel",2110,0.057967032967033,"OFL",664.65,0.315,0.378336440719912
"PFMC","Chub mackerel",2120,0.0582417582417582,"OFL",667.8,0.315,0.378336440719912
"PFMC","Chub mackerel",2130,0.0585164835164835,"OFL",670.95,0.315,0.378336440719912
"PFMC","Chub mackerel",2140,0.0587912087912088,"OFL",674.1,0.315,0.378336440719912
"PFMC","Chub mackerel",2150,0.0590659340659341,"OFL",677.25,0.315,0.378336440719912
"PFMC","Chub mackerel",2160,0.0593406593406593,"OFL",680.4,0.315,0.378336440719912
"PFMC","Chub mackerel",2170,0.0596153846153846,"OFL",683.55,0.315,0.378336440719912
"PFMC","Chub mackerel",2180,0.0598901098901099,"OFL",686.7,0.315,0.378336440719912
"PFMC","Chub mackerel",2190,0.0601648351648352,"OFL",689.85,0.315,0.378336440719912
"PFMC","Chub mackerel",2200,0.0604395604395604,"OFL",693,0.315,0.378336440719912
"PFMC","Chub mackerel",2210,0.0607142857142857,"OFL",696.15,0.315,0.378336440719912
"PFMC","Chub mackerel",2220,0.060989010989011,"OFL",699.3,0.315,0.378336440719912
"PFMC","Chub mackerel",2230,0.0612637362637363,"OFL",702.45,0.315,0.378336440719912
"PFMC","Chub mackerel",2240,0.0615384615384615,"OFL",705.6,0.315,0.378336440719912
"PFMC","Chub mackerel",2250,0.0618131868131868,"OFL",708.75,0.315,0.378336440719912
"PFMC","Chub mackerel",2260,0.0620879120879121,"OFL",711.9,0.315,0.378336440719912
"PFMC","Chub mackerel",2270,0.0623626373626374,"OFL",715.05,0.315,0.378336440719912
"PFMC","Chub mackerel",2280,0.0626373626373626,"OFL",718.2,0.315,0.378336440719912
"PFMC","Chub mackerel",2290,0.0629120879120879,"OFL",721.35,0.315,0.378336440719912
"PFMC","Chub mackerel",2300,0.0631868131868132,"OFL",724.5,0.315,0.378336440719912
"PFMC","Chub mackerel",2310,0.0634615384615385,"OFL",727.65,0.315,0.378336440719912
"PFMC","Chub mackerel",2320,0.0637362637362637,"OFL",730.8,0.315,0.378336440719912
"PFMC","Chub mackerel",2330,0.064010989010989,"OFL",733.95,0.315,0.378336440719912
"PFMC","Chub mackerel",2340,0.0642857142857143,"OFL",737.1,0.315,0.378336440719912
"PFMC","Chub mackerel",2350,0.0645604395604396,"OFL",740.25,0.315,0.378336440719912
"PFMC","Chub mackerel",2360,0.0648351648351648,"OFL",743.4,0.315,0.378336440719912
"PFMC","Chub mackerel",2370,0.0651098901098901,"OFL",746.55,0.315,0.378336440719912
"PFMC","Chub mackerel",2380,0.0653846153846154,"OFL",749.7,0.315,0.378336440719912
"PFMC","Chub mackerel",2390,0.0656593406593407,"OFL",752.85,0.315,0.378336440719912
"PFMC","Chub mackerel",2400,0.0659340659340659,"OFL",756,0.315,0.378336440719912
"PFMC","Chub mackerel",2410,0.0662087912087912,"OFL",759.15,0.315,0.378336440719912
"PFMC","Chub mackerel",2420,0.0664835164835165,"OFL",762.3,0.315,0.378336440719912
"PFMC","Chub mackerel",2430,0.0667582417582418,"OFL",765.45,0.315,0.378336440719912
"PFMC","Chub mackerel",2440,0.067032967032967,"OFL",768.6,0.315,0.378336440719912
"PFMC","Chub mackerel",2450,0.0673076923076923,"OFL",771.75,0.315,0.378336440719912
"PFMC","Chub mackerel",2460,0.0675824175824176,"OFL",774.9,0.315,0.378336440719912
"PFMC","Chub mackerel",2470,0.0678571428571429,"OFL",778.05,0.315,0.378336440719912
"PFMC","Chub mackerel",2480,0.0681318681318681,"OFL",781.2,0.315,0.378336440719912
"PFMC","Chub mackerel",2490,0.0684065934065934,"OFL",784.35,0.315,0.378336440719912
"PFMC","Chub mackerel",2500,0.0686813186813187,"OFL",787.5,0.315,0.378336440719912
"PFMC","Chub mackerel",2510,0.068956043956044,"OFL",790.65,0.315,0.378336440719912
"PFMC","Chub mackerel",2520,0.0692307692307692,"OFL",793.8,0.315,0.378336440719912
"PFMC","Chub mackerel",2530,0.0695054945054945,"OFL",796.95,0.315,0.378336440719912
"PFMC","Chub mackerel",2540,0.0697802197802198,"OFL",800.1,0.315,0.378336440719912
"PFMC","Chub mackerel",2550,0.0700549450549451,"OFL",803.25,0.315,0.378336440719912
"PFMC","Chub mackerel",2560,0.0703296703296703,"OFL",806.4,0.315,0.378336440719912
"PFMC","Chub mackerel",2570,0.0706043956043956,"OFL",809.55,0.315,0.378336440719912
"PFMC","Chub mackerel",2580,0.0708791208791209,"OFL",812.7,0.315,0.378336440719912
"PFMC","Chub mackerel",2590,0.0711538461538462,"OFL",815.85,0.315,0.378336440719912
"PFMC","Chub mackerel",2600,0.0714285714285714,"OFL",819,0.315,0.378336440719912
"PFMC","Chub mackerel",2610,0.0717032967032967,"OFL",822.15,0.315,0.378336440719912
"PFMC","Chub mackerel",2620,0.071978021978022,"OFL",825.3,0.315,0.378336440719912
"PFMC","Chub mackerel",2630,0.0722527472527472,"OFL",828.45,0.315,0.378336440719912
"PFMC","Chub mackerel",2640,0.0725274725274725,"OFL",831.6,0.315,0.378336440719912
"PFMC","Chub mackerel",2650,0.0728021978021978,"OFL",834.75,0.315,0.378336440719912
"PFMC","Chub mackerel",2660,0.0730769230769231,"OFL",837.9,0.315,0.378336440719912
"PFMC","Chub mackerel",2670,0.0733516483516484,"OFL",841.05,0.315,0.378336440719912
"PFMC","Chub mackerel",2680,0.0736263736263736,"OFL",844.2,0.315,0.378336440719912
"PFMC","Chub mackerel",2690,0.0739010989010989,"OFL",847.35,0.315,0.378336440719912
"PFMC","Chub mackerel",2700,0.0741758241758242,"OFL",850.5,0.315,0.378336440719912
"PFMC","Chub mackerel",2710,0.0744505494505494,"OFL",853.65,0.315,0.378336440719912
"PFMC","Chub mackerel",2720,0.0747252747252747,"OFL",856.8,0.315,0.378336440719912
"PFMC","Chub mackerel",2730,0.075,"OFL",859.95,0.315,0.378336440719912
"PFMC","Chub mackerel",2740,0.0752747252747253,"OFL",863.1,0.315,0.378336440719912
"PFMC","Chub mackerel",2750,0.0755494505494505,"OFL",866.25,0.315,0.378336440719912
"PFMC","Chub mackerel",2760,0.0758241758241758,"OFL",869.4,0.315,0.378336440719912
"PFMC","Chub mackerel",2770,0.0760989010989011,"OFL",872.55,0.315,0.378336440719912
"PFMC","Chub mackerel",2780,0.0763736263736264,"OFL",875.7,0.315,0.378336440719912
"PFMC","Chub mackerel",2790,0.0766483516483517,"OFL",878.85,0.315,0.378336440719912
"PFMC","Chub mackerel",2800,0.0769230769230769,"OFL",882,0.315,0.378336440719912
"PFMC","Chub mackerel",2810,0.0771978021978022,"OFL",885.15,0.315,0.378336440719912
"PFMC","Chub mackerel",2820,0.0774725274725275,"OFL",888.3,0.315,0.378336440719912
"PFMC","Chub mackerel",2830,0.0777472527472527,"OFL",891.45,0.315,0.378336440719912
"PFMC","Chub mackerel",2840,0.078021978021978,"OFL",894.6,0.315,0.378336440719912
"PFMC","Chub mackerel",2850,0.0782967032967033,"OFL",897.75,0.315,0.378336440719912
"PFMC","Chub mackerel",2860,0.0785714285714286,"OFL",900.9,0.315,0.378336440719912
"PFMC","Chub mackerel",2870,0.0788461538461538,"OFL",904.05,0.315,0.378336440719912
"PFMC","Chub mackerel",2880,0.0791208791208791,"OFL",907.2,0.315,0.378336440719912
"PFMC","Chub mackerel",2890,0.0793956043956044,"OFL",910.35,0.315,0.378336440719912
"PFMC","Chub mackerel",2900,0.0796703296703297,"OFL",913.5,0.315,0.378336440719912
"PFMC","Chub mackerel",2910,0.0799450549450549,"OFL",916.65,0.315,0.378336440719912
"PFMC","Chub mackerel",2920,0.0802197802197802,"OFL",919.8,0.315,0.378336440719912
"PFMC","Chub mackerel",2930,0.0804945054945055,"OFL",922.95,0.315,0.378336440719912
"PFMC","Chub mackerel",2940,0.0807692307692308,"OFL",926.1,0.315,0.378336440719912
"PFMC","Chub mackerel",2950,0.081043956043956,"OFL",929.25,0.315,0.378336440719912
"PFMC","Chub mackerel",2960,0.0813186813186813,"OFL",932.4,0.315,0.378336440719912
"PFMC","Chub mackerel",2970,0.0815934065934066,"OFL",935.55,0.315,0.378336440719912
"PFMC","Chub mackerel",2980,0.0818681318681319,"OFL",938.7,0.315,0.378336440719912
"PFMC","Chub mackerel",2990,0.0821428571428571,"OFL",941.85,0.315,0.378336440719912
