"fmc","fmp","biomass","bbmsy","value","u","f","catch","escapement"
"PFMC","Salmon (default)",0,0,"OFL",0.5,0.693147180559945,0,0
"PFMC","Salmon (default)",0.01,0.02,"OFL",0.5,0.693147180559945,0.005,0.005
"PFMC","Salmon (default)",0.02,0.04,"OFL",0.5,0.693147180559945,0.01,0.01
"PFMC","Salmon (default)",0.03,0.06,"OFL",0.5,0.693147180559945,0.015,0.015
"PFMC","Salmon (default)",0.04,0.08,"OFL",0.5,0.693147180559945,0.02,0.02
"PFMC","Salmon (default)",0.05,0.1,"OFL",0.5,0.693147180559945,0.025,0.025
"PFMC","Salmon (default)",0.06,0.12,"OFL",0.5,0.693147180559945,0.03,0.03
"PFMC","Salmon (default)",0.07,0.14,"OFL",0.5,0.693147180559945,0.035,0.035
"PFMC","Salmon (default)",0.08,0.16,"OFL",0.5,0.693147180559945,0.04,0.04
"PFMC","Salmon (default)",0.09,0.18,"OFL",0.5,0.693147180559945,0.045,0.045
"PFMC","Salmon (default)",0.1,0.2,"OFL",0.5,0.693147180559945,0.05,0.05
"PFMC","Salmon (default)",0.11,0.22,"OFL",0.5,0.693147180559945,0.055,0.055
"PFMC","Salmon (default)",0.12,0.24,"OFL",0.5,0.693147180559945,0.06,0.06
"PFMC","Salmon (default)",0.13,0.26,"OFL",0.5,0.693147180559945,0.065,0.065
"PFMC","Salmon (default)",0.14,0.28,"OFL",0.5,0.693147180559945,0.07,0.07
"PFMC","Salmon (default)",0.15,0.3,"OFL",0.5,0.693147180559945,0.075,0.075
"PFMC","Salmon (default)",0.16,0.32,"OFL",0.5,0.693147180559945,0.08,0.08
"PFMC","Salmon (default)",0.17,0.34,"OFL",0.5,0.693147180559945,0.085,0.085
"PFMC","Salmon (default)",0.18,0.36,"OFL",0.5,0.693147180559945,0.09,0.09
"PFMC","Salmon (default)",0.19,0.38,"OFL",0.5,0.693147180559945,0.095,0.095
"PFMC","Salmon (default)",0.2,0.4,"OFL",0.5,0.693147180559945,0.1,0.1
"PFMC","Salmon (default)",0.21,0.42,"OFL",0.5,0.693147180559945,0.105,0.105
"PFMC","Salmon (default)",0.22,0.44,"OFL",0.5,0.693147180559945,0.11,0.11
"PFMC","Salmon (default)",0.23,0.46,"OFL",0.5,0.693147180559945,0.115,0.115
"PFMC","Salmon (default)",0.24,0.48,"OFL",0.5,0.693147180559945,0.12,0.12
"PFMC","Salmon (default)",0.25,0.5,"OFL",0.5,0.693147180559945,0.125,0.125
"PFMC","Salmon (default)",0.26,0.52,"OFL",0.5,0.693147180559945,0.13,0.13
"PFMC","Salmon (default)",0.27,0.54,"OFL",0.5,0.693147180559945,0.135,0.135
"PFMC","Salmon (default)",0.28,0.56,"OFL",0.5,0.693147180559945,0.14,0.14
"PFMC","Salmon (default)",0.29,0.58,"OFL",0.5,0.693147180559945,0.145,0.145
"PFMC","Salmon (default)",0.3,0.6,"OFL",0.5,0.693147180559945,0.15,0.15
"PFMC","Salmon (default)",0.31,0.62,"OFL",0.5,0.693147180559945,0.155,0.155
"PFMC","Salmon (default)",0.32,0.64,"OFL",0.5,0.693147180559945,0.16,0.16
"PFMC","Salmon (default)",0.33,0.66,"OFL",0.5,0.693147180559945,0.165,0.165
"PFMC","Salmon (default)",0.34,0.68,"OFL",0.5,0.693147180559945,0.17,0.17
"PFMC","Salmon (default)",0.35,0.7,"OFL",0.5,0.693147180559945,0.175,0.175
"PFMC","Salmon (default)",0.36,0.72,"OFL",0.5,0.693147180559945,0.18,0.18
"PFMC","Salmon (default)",0.37,0.74,"OFL",0.5,0.693147180559945,0.185,0.185
"PFMC","Salmon (default)",0.38,0.76,"OFL",0.5,0.693147180559945,0.19,0.19
"PFMC","Salmon (default)",0.39,0.78,"OFL",0.5,0.693147180559945,0.195,0.195
"PFMC","Salmon (default)",0.4,0.8,"OFL",0.5,0.693147180559945,0.2,0.2
"PFMC","Salmon (default)",0.41,0.82,"OFL",0.5,0.693147180559945,0.205,0.205
"PFMC","Salmon (default)",0.42,0.84,"OFL",0.5,0.693147180559945,0.21,0.21
"PFMC","Salmon (default)",0.43,0.86,"OFL",0.5,0.693147180559945,0.215,0.215
"PFMC","Salmon (default)",0.44,0.88,"OFL",0.5,0.693147180559945,0.22,0.22
"PFMC","Salmon (default)",0.45,0.9,"OFL",0.5,0.693147180559945,0.225,0.225
"PFMC","Salmon (default)",0.46,0.92,"OFL",0.5,0.693147180559945,0.23,0.23
"PFMC","Salmon (default)",0.47,0.94,"OFL",0.5,0.693147180559945,0.235,0.235
"PFMC","Salmon (default)",0.48,0.96,"OFL",0.5,0.693147180559945,0.24,0.24
"PFMC","Salmon (default)",0.49,0.98,"OFL",0.5,0.693147180559945,0.245,0.245
"PFMC","Salmon (default)",0.5,1,"OFL",0.5,0.693147180559945,0.25,0.25
"PFMC","Salmon (default)",0.51,1.02,"OFL",0.5,0.693147180559945,0.255,0.255
"PFMC","Salmon (default)",0.52,1.04,"OFL",0.5,0.693147180559945,0.26,0.26
"PFMC","Salmon (default)",0.53,1.06,"OFL",0.5,0.693147180559945,0.265,0.265
"PFMC","Salmon (default)",0.54,1.08,"OFL",0.5,0.693147180559945,0.27,0.27
"PFMC","Salmon (default)",0.55,1.1,"OFL",0.5,0.693147180559945,0.275,0.275
"PFMC","Salmon (default)",0.56,1.12,"OFL",0.5,0.693147180559945,0.28,0.28
"PFMC","Salmon (default)",0.57,1.14,"OFL",0.5,0.693147180559945,0.285,0.285
"PFMC","Salmon (default)",0.58,1.16,"OFL",0.5,0.693147180559945,0.29,0.29
"PFMC","Salmon (default)",0.59,1.18,"OFL",0.5,0.693147180559945,0.295,0.295
"PFMC","Salmon (default)",0.6,1.2,"OFL",0.5,0.693147180559945,0.3,0.3
"PFMC","Salmon (default)",0.61,1.22,"OFL",0.5,0.693147180559945,0.305,0.305
"PFMC","Salmon (default)",0.62,1.24,"OFL",0.5,0.693147180559945,0.31,0.31
"PFMC","Salmon (default)",0.63,1.26,"OFL",0.5,0.693147180559945,0.315,0.315
"PFMC","Salmon (default)",0.64,1.28,"OFL",0.5,0.693147180559945,0.32,0.32
"PFMC","Salmon (default)",0.65,1.3,"OFL",0.5,0.693147180559945,0.325,0.325
"PFMC","Salmon (default)",0.66,1.32,"OFL",0.5,0.693147180559945,0.33,0.33
"PFMC","Salmon (default)",0.67,1.34,"OFL",0.5,0.693147180559945,0.335,0.335
"PFMC","Salmon (default)",0.68,1.36,"OFL",0.5,0.693147180559945,0.34,0.34
"PFMC","Salmon (default)",0.69,1.38,"OFL",0.5,0.693147180559945,0.345,0.345
"PFMC","Salmon (default)",0.7,1.4,"OFL",0.5,0.693147180559945,0.35,0.35
"PFMC","Salmon (default)",0.71,1.42,"OFL",0.5,0.693147180559945,0.355,0.355
"PFMC","Salmon (default)",0.72,1.44,"OFL",0.5,0.693147180559945,0.36,0.36
"PFMC","Salmon (default)",0.73,1.46,"OFL",0.5,0.693147180559945,0.365,0.365
"PFMC","Salmon (default)",0.74,1.48,"OFL",0.5,0.693147180559945,0.37,0.37
"PFMC","Salmon (default)",0.75,1.5,"OFL",0.5,0.693147180559945,0.375,0.375
"PFMC","Salmon (default)",0.76,1.52,"OFL",0.5,0.693147180559945,0.38,0.38
"PFMC","Salmon (default)",0.77,1.54,"OFL",0.5,0.693147180559945,0.385,0.385
"PFMC","Salmon (default)",0.78,1.56,"OFL",0.5,0.693147180559945,0.39,0.39
"PFMC","Salmon (default)",0.79,1.58,"OFL",0.5,0.693147180559945,0.395,0.395
"PFMC","Salmon (default)",0.8,1.6,"OFL",0.5,0.693147180559945,0.4,0.4
"PFMC","Salmon (default)",0.81,1.62,"OFL",0.5,0.693147180559945,0.405,0.405
"PFMC","Salmon (default)",0.82,1.64,"OFL",0.5,0.693147180559945,0.41,0.41
"PFMC","Salmon (default)",0.83,1.66,"OFL",0.5,0.693147180559945,0.415,0.415
"PFMC","Salmon (default)",0.84,1.68,"OFL",0.5,0.693147180559945,0.42,0.42
"PFMC","Salmon (default)",0.85,1.7,"OFL",0.5,0.693147180559945,0.425,0.425
"PFMC","Salmon (default)",0.86,1.72,"OFL",0.5,0.693147180559945,0.43,0.43
"PFMC","Salmon (default)",0.87,1.74,"OFL",0.5,0.693147180559945,0.435,0.435
"PFMC","Salmon (default)",0.88,1.76,"OFL",0.5,0.693147180559945,0.44,0.44
"PFMC","Salmon (default)",0.89,1.78,"OFL",0.5,0.693147180559945,0.445,0.445
"PFMC","Salmon (default)",0.9,1.8,"OFL",0.5,0.693147180559945,0.45,0.45
"PFMC","Salmon (default)",0.91,1.82,"OFL",0.5,0.693147180559945,0.455,0.455
"PFMC","Salmon (default)",0.92,1.84,"OFL",0.5,0.693147180559945,0.46,0.46
"PFMC","Salmon (default)",0.93,1.86,"OFL",0.5,0.693147180559945,0.465,0.465
"PFMC","Salmon (default)",0.94,1.88,"OFL",0.5,0.693147180559945,0.47,0.47
"PFMC","Salmon (default)",0.95,1.9,"OFL",0.5,0.693147180559945,0.475,0.475
"PFMC","Salmon (default)",0.96,1.92,"OFL",0.5,0.693147180559945,0.48,0.48
"PFMC","Salmon (default)",0.97,1.94,"OFL",0.5,0.693147180559945,0.485,0.485
"PFMC","Salmon (default)",0.98,1.96,"OFL",0.5,0.693147180559945,0.49,0.49
"PFMC","Salmon (default)",0.99,1.98,"OFL",0.5,0.693147180559945,0.495,0.495
"PFMC","Salmon (default)",1,2,"OFL",0.5,0.693147180559945,0.5,0.5
"PFMC","Salmon (default)",0,0,"ABC",0.475,0.644357016390513,0,0
"PFMC","Salmon (default)",0.01,0.02,"ABC",0.475,0.644357016390513,0.00475,0.00525
"PFMC","Salmon (default)",0.02,0.04,"ABC",0.475,0.644357016390513,0.0095,0.0105
"PFMC","Salmon (default)",0.03,0.06,"ABC",0.475,0.644357016390513,0.01425,0.01575
"PFMC","Salmon (default)",0.04,0.08,"ABC",0.475,0.644357016390513,0.019,0.021
"PFMC","Salmon (default)",0.05,0.1,"ABC",0.475,0.644357016390513,0.02375,0.02625
"PFMC","Salmon (default)",0.06,0.12,"ABC",0.475,0.644357016390513,0.0285,0.0315
"PFMC","Salmon (default)",0.07,0.14,"ABC",0.475,0.644357016390513,0.03325,0.03675
"PFMC","Salmon (default)",0.08,0.16,"ABC",0.475,0.644357016390513,0.038,0.042
"PFMC","Salmon (default)",0.09,0.18,"ABC",0.475,0.644357016390513,0.04275,0.04725
"PFMC","Salmon (default)",0.1,0.2,"ABC",0.475,0.644357016390513,0.0475,0.0525
"PFMC","Salmon (default)",0.11,0.22,"ABC",0.475,0.644357016390513,0.05225,0.05775
"PFMC","Salmon (default)",0.12,0.24,"ABC",0.475,0.644357016390513,0.057,0.063
"PFMC","Salmon (default)",0.13,0.26,"ABC",0.475,0.644357016390513,0.06175,0.06825
"PFMC","Salmon (default)",0.14,0.28,"ABC",0.475,0.644357016390513,0.0665,0.0735
"PFMC","Salmon (default)",0.15,0.3,"ABC",0.475,0.644357016390513,0.07125,0.07875
"PFMC","Salmon (default)",0.16,0.32,"ABC",0.475,0.644357016390513,0.076,0.084
"PFMC","Salmon (default)",0.17,0.34,"ABC",0.475,0.644357016390513,0.08075,0.08925
"PFMC","Salmon (default)",0.18,0.36,"ABC",0.475,0.644357016390513,0.0855,0.0945
"PFMC","Salmon (default)",0.19,0.38,"ABC",0.475,0.644357016390513,0.09025,0.09975
"PFMC","Salmon (default)",0.2,0.4,"ABC",0.475,0.644357016390513,0.095,0.105
"PFMC","Salmon (default)",0.21,0.42,"ABC",0.475,0.644357016390513,0.09975,0.11025
"PFMC","Salmon (default)",0.22,0.44,"ABC",0.475,0.644357016390513,0.1045,0.1155
"PFMC","Salmon (default)",0.23,0.46,"ABC",0.475,0.644357016390513,0.10925,0.12075
"PFMC","Salmon (default)",0.24,0.48,"ABC",0.475,0.644357016390513,0.114,0.126
"PFMC","Salmon (default)",0.25,0.5,"ABC",0.475,0.644357016390513,0.11875,0.13125
"PFMC","Salmon (default)",0.26,0.52,"ABC",0.475,0.644357016390513,0.1235,0.1365
"PFMC","Salmon (default)",0.27,0.54,"ABC",0.475,0.644357016390513,0.12825,0.14175
"PFMC","Salmon (default)",0.28,0.56,"ABC",0.475,0.644357016390513,0.133,0.147
"PFMC","Salmon (default)",0.29,0.58,"ABC",0.475,0.644357016390513,0.13775,0.15225
"PFMC","Salmon (default)",0.3,0.6,"ABC",0.475,0.644357016390513,0.1425,0.1575
"PFMC","Salmon (default)",0.31,0.62,"ABC",0.475,0.644357016390513,0.14725,0.16275
"PFMC","Salmon (default)",0.32,0.64,"ABC",0.475,0.644357016390513,0.152,0.168
"PFMC","Salmon (default)",0.33,0.66,"ABC",0.475,0.644357016390513,0.15675,0.17325
"PFMC","Salmon (default)",0.34,0.68,"ABC",0.475,0.644357016390513,0.1615,0.1785
"PFMC","Salmon (default)",0.35,0.7,"ABC",0.475,0.644357016390513,0.16625,0.18375
"PFMC","Salmon (default)",0.36,0.72,"ABC",0.475,0.644357016390513,0.171,0.189
"PFMC","Salmon (default)",0.37,0.74,"ABC",0.475,0.644357016390513,0.17575,0.19425
"PFMC","Salmon (default)",0.38,0.76,"ABC",0.475,0.644357016390513,0.1805,0.1995
"PFMC","Salmon (default)",0.39,0.78,"ABC",0.475,0.644357016390513,0.18525,0.20475
"PFMC","Salmon (default)",0.4,0.8,"ABC",0.475,0.644357016390513,0.19,0.21
"PFMC","Salmon (default)",0.41,0.82,"ABC",0.475,0.644357016390513,0.19475,0.21525
"PFMC","Salmon (default)",0.42,0.84,"ABC",0.475,0.644357016390513,0.1995,0.2205
"PFMC","Salmon (default)",0.43,0.86,"ABC",0.475,0.644357016390513,0.20425,0.22575
"PFMC","Salmon (default)",0.44,0.88,"ABC",0.475,0.644357016390513,0.209,0.231
"PFMC","Salmon (default)",0.45,0.9,"ABC",0.475,0.644357016390513,0.21375,0.23625
"PFMC","Salmon (default)",0.46,0.92,"ABC",0.475,0.644357016390513,0.2185,0.2415
"PFMC","Salmon (default)",0.47,0.94,"ABC",0.475,0.644357016390513,0.22325,0.24675
"PFMC","Salmon (default)",0.48,0.96,"ABC",0.475,0.644357016390513,0.228,0.252
"PFMC","Salmon (default)",0.49,0.98,"ABC",0.475,0.644357016390513,0.23275,0.25725
"PFMC","Salmon (default)",0.5,1,"ABC",0.475,0.644357016390513,0.2375,0.2625
"PFMC","Salmon (default)",0.51,1.02,"ABC",0.475,0.644357016390513,0.24225,0.26775
"PFMC","Salmon (default)",0.52,1.04,"ABC",0.475,0.644357016390513,0.247,0.273
"PFMC","Salmon (default)",0.53,1.06,"ABC",0.475,0.644357016390513,0.25175,0.27825
"PFMC","Salmon (default)",0.54,1.08,"ABC",0.475,0.644357016390513,0.2565,0.2835
"PFMC","Salmon (default)",0.55,1.1,"ABC",0.475,0.644357016390513,0.26125,0.28875
"PFMC","Salmon (default)",0.56,1.12,"ABC",0.475,0.644357016390513,0.266,0.294
"PFMC","Salmon (default)",0.57,1.14,"ABC",0.475,0.644357016390513,0.27075,0.29925
"PFMC","Salmon (default)",0.58,1.16,"ABC",0.475,0.644357016390513,0.2755,0.3045
"PFMC","Salmon (default)",0.59,1.18,"ABC",0.475,0.644357016390513,0.28025,0.30975
"PFMC","Salmon (default)",0.6,1.2,"ABC",0.475,0.644357016390513,0.285,0.315
"PFMC","Salmon (default)",0.61,1.22,"ABC",0.475,0.644357016390513,0.28975,0.32025
"PFMC","Salmon (default)",0.62,1.24,"ABC",0.475,0.644357016390513,0.2945,0.3255
"PFMC","Salmon (default)",0.63,1.26,"ABC",0.475,0.644357016390513,0.29925,0.33075
"PFMC","Salmon (default)",0.64,1.28,"ABC",0.475,0.644357016390513,0.304,0.336
"PFMC","Salmon (default)",0.65,1.3,"ABC",0.475,0.644357016390513,0.30875,0.34125
"PFMC","Salmon (default)",0.66,1.32,"ABC",0.475,0.644357016390513,0.3135,0.3465
"PFMC","Salmon (default)",0.67,1.34,"ABC",0.475,0.644357016390513,0.31825,0.35175
"PFMC","Salmon (default)",0.68,1.36,"ABC",0.475,0.644357016390513,0.323,0.357
"PFMC","Salmon (default)",0.69,1.38,"ABC",0.475,0.644357016390513,0.32775,0.36225
"PFMC","Salmon (default)",0.7,1.4,"ABC",0.475,0.644357016390513,0.3325,0.3675
"PFMC","Salmon (default)",0.71,1.42,"ABC",0.475,0.644357016390513,0.33725,0.37275
"PFMC","Salmon (default)",0.72,1.44,"ABC",0.475,0.644357016390513,0.342,0.378
"PFMC","Salmon (default)",0.73,1.46,"ABC",0.475,0.644357016390513,0.34675,0.38325
"PFMC","Salmon (default)",0.74,1.48,"ABC",0.475,0.644357016390513,0.3515,0.3885
"PFMC","Salmon (default)",0.75,1.5,"ABC",0.475,0.644357016390513,0.35625,0.39375
"PFMC","Salmon (default)",0.76,1.52,"ABC",0.475,0.644357016390513,0.361,0.399
"PFMC","Salmon (default)",0.77,1.54,"ABC",0.475,0.644357016390513,0.36575,0.40425
"PFMC","Salmon (default)",0.78,1.56,"ABC",0.475,0.644357016390513,0.3705,0.4095
"PFMC","Salmon (default)",0.79,1.58,"ABC",0.475,0.644357016390513,0.37525,0.41475
"PFMC","Salmon (default)",0.8,1.6,"ABC",0.475,0.644357016390513,0.38,0.42
"PFMC","Salmon (default)",0.81,1.62,"ABC",0.475,0.644357016390513,0.38475,0.42525
"PFMC","Salmon (default)",0.82,1.64,"ABC",0.475,0.644357016390513,0.3895,0.4305
"PFMC","Salmon (default)",0.83,1.66,"ABC",0.475,0.644357016390513,0.39425,0.43575
"PFMC","Salmon (default)",0.84,1.68,"ABC",0.475,0.644357016390513,0.399,0.441
"PFMC","Salmon (default)",0.85,1.7,"ABC",0.475,0.644357016390513,0.40375,0.44625
"PFMC","Salmon (default)",0.86,1.72,"ABC",0.475,0.644357016390513,0.4085,0.4515
"PFMC","Salmon (default)",0.87,1.74,"ABC",0.475,0.644357016390513,0.41325,0.45675
"PFMC","Salmon (default)",0.88,1.76,"ABC",0.475,0.644357016390513,0.418,0.462
"PFMC","Salmon (default)",0.89,1.78,"ABC",0.475,0.644357016390513,0.42275,0.46725
"PFMC","Salmon (default)",0.9,1.8,"ABC",0.475,0.644357016390513,0.4275,0.4725
"PFMC","Salmon (default)",0.91,1.82,"ABC",0.475,0.644357016390513,0.43225,0.47775
"PFMC","Salmon (default)",0.92,1.84,"ABC",0.475,0.644357016390513,0.437,0.483
"PFMC","Salmon (default)",0.93,1.86,"ABC",0.475,0.644357016390513,0.44175,0.48825
"PFMC","Salmon (default)",0.94,1.88,"ABC",0.475,0.644357016390513,0.4465,0.4935
"PFMC","Salmon (default)",0.95,1.9,"ABC",0.475,0.644357016390513,0.45125,0.49875
"PFMC","Salmon (default)",0.96,1.92,"ABC",0.475,0.644357016390513,0.456,0.504
"PFMC","Salmon (default)",0.97,1.94,"ABC",0.475,0.644357016390513,0.46075,0.50925
"PFMC","Salmon (default)",0.98,1.96,"ABC",0.475,0.644357016390513,0.4655,0.5145
"PFMC","Salmon (default)",0.99,1.98,"ABC",0.475,0.644357016390513,0.47025,0.51975
"PFMC","Salmon (default)",1,2,"ABC",0.475,0.644357016390513,0.475,0.525
"PFMC","Klamath River/Sacramento River Fall Chinook",0,0,"OFL",0.5,0.693147180559945,0,0
"PFMC","Klamath River/Sacramento River Fall Chinook",0.01,0.02,"OFL",0.5,0.693147180559945,0.005,0.005
"PFMC","Klamath River/Sacramento River Fall Chinook",0.02,0.04,"OFL",0.5,0.693147180559945,0.01,0.01
"PFMC","Klamath River/Sacramento River Fall Chinook",0.03,0.06,"OFL",0.5,0.693147180559945,0.015,0.015
"PFMC","Klamath River/Sacramento River Fall Chinook",0.04,0.08,"OFL",0.5,0.693147180559945,0.02,0.02
"PFMC","Klamath River/Sacramento River Fall Chinook",0.05,0.1,"OFL",0.5,0.693147180559945,0.025,0.025
"PFMC","Klamath River/Sacramento River Fall Chinook",0.06,0.12,"OFL",0.5,0.693147180559945,0.03,0.03
"PFMC","Klamath River/Sacramento River Fall Chinook",0.07,0.14,"OFL",0.5,0.693147180559945,0.035,0.035
"PFMC","Klamath River/Sacramento River Fall Chinook",0.08,0.16,"OFL",0.5,0.693147180559945,0.04,0.04
"PFMC","Klamath River/Sacramento River Fall Chinook",0.09,0.18,"OFL",0.5,0.693147180559945,0.045,0.045
"PFMC","Klamath River/Sacramento River Fall Chinook",0.1,0.2,"OFL",0.5,0.693147180559945,0.05,0.05
"PFMC","Klamath River/Sacramento River Fall Chinook",0.11,0.22,"OFL",0.5,0.693147180559945,0.055,0.055
"PFMC","Klamath River/Sacramento River Fall Chinook",0.12,0.24,"OFL",0.5,0.693147180559945,0.06,0.06
"PFMC","Klamath River/Sacramento River Fall Chinook",0.13,0.26,"OFL",0.5,0.693147180559945,0.065,0.065
"PFMC","Klamath River/Sacramento River Fall Chinook",0.14,0.28,"OFL",0.5,0.693147180559945,0.07,0.07
"PFMC","Klamath River/Sacramento River Fall Chinook",0.15,0.3,"OFL",0.5,0.693147180559945,0.075,0.075
"PFMC","Klamath River/Sacramento River Fall Chinook",0.16,0.32,"OFL",0.5,0.693147180559945,0.08,0.08
"PFMC","Klamath River/Sacramento River Fall Chinook",0.17,0.34,"OFL",0.5,0.693147180559945,0.085,0.085
"PFMC","Klamath River/Sacramento River Fall Chinook",0.18,0.36,"OFL",0.5,0.693147180559945,0.09,0.09
"PFMC","Klamath River/Sacramento River Fall Chinook",0.19,0.38,"OFL",0.5,0.693147180559945,0.095,0.095
"PFMC","Klamath River/Sacramento River Fall Chinook",0.2,0.4,"OFL",0.5,0.693147180559945,0.1,0.1
"PFMC","Klamath River/Sacramento River Fall Chinook",0.21,0.42,"OFL",0.5,0.693147180559945,0.105,0.105
"PFMC","Klamath River/Sacramento River Fall Chinook",0.22,0.44,"OFL",0.5,0.693147180559945,0.11,0.11
"PFMC","Klamath River/Sacramento River Fall Chinook",0.23,0.46,"OFL",0.5,0.693147180559945,0.115,0.115
"PFMC","Klamath River/Sacramento River Fall Chinook",0.24,0.48,"OFL",0.5,0.693147180559945,0.12,0.12
"PFMC","Klamath River/Sacramento River Fall Chinook",0.25,0.5,"OFL",0.5,0.693147180559945,0.125,0.125
"PFMC","Klamath River/Sacramento River Fall Chinook",0.26,0.52,"OFL",0.5,0.693147180559945,0.13,0.13
"PFMC","Klamath River/Sacramento River Fall Chinook",0.27,0.54,"OFL",0.5,0.693147180559945,0.135,0.135
"PFMC","Klamath River/Sacramento River Fall Chinook",0.28,0.56,"OFL",0.5,0.693147180559945,0.14,0.14
"PFMC","Klamath River/Sacramento River Fall Chinook",0.29,0.58,"OFL",0.5,0.693147180559945,0.145,0.145
"PFMC","Klamath River/Sacramento River Fall Chinook",0.3,0.6,"OFL",0.5,0.693147180559945,0.15,0.15
"PFMC","Klamath River/Sacramento River Fall Chinook",0.31,0.62,"OFL",0.5,0.693147180559945,0.155,0.155
"PFMC","Klamath River/Sacramento River Fall Chinook",0.32,0.64,"OFL",0.5,0.693147180559945,0.16,0.16
"PFMC","Klamath River/Sacramento River Fall Chinook",0.33,0.66,"OFL",0.5,0.693147180559945,0.165,0.165
"PFMC","Klamath River/Sacramento River Fall Chinook",0.34,0.68,"OFL",0.5,0.693147180559945,0.17,0.17
"PFMC","Klamath River/Sacramento River Fall Chinook",0.35,0.7,"OFL",0.5,0.693147180559945,0.175,0.175
"PFMC","Klamath River/Sacramento River Fall Chinook",0.36,0.72,"OFL",0.5,0.693147180559945,0.18,0.18
"PFMC","Klamath River/Sacramento River Fall Chinook",0.37,0.74,"OFL",0.5,0.693147180559945,0.185,0.185
"PFMC","Klamath River/Sacramento River Fall Chinook",0.38,0.76,"OFL",0.5,0.693147180559945,0.19,0.19
"PFMC","Klamath River/Sacramento River Fall Chinook",0.39,0.78,"OFL",0.5,0.693147180559945,0.195,0.195
"PFMC","Klamath River/Sacramento River Fall Chinook",0.4,0.8,"OFL",0.5,0.693147180559945,0.2,0.2
"PFMC","Klamath River/Sacramento River Fall Chinook",0.41,0.82,"OFL",0.5,0.693147180559945,0.205,0.205
"PFMC","Klamath River/Sacramento River Fall Chinook",0.42,0.84,"OFL",0.5,0.693147180559945,0.21,0.21
"PFMC","Klamath River/Sacramento River Fall Chinook",0.43,0.86,"OFL",0.5,0.693147180559945,0.215,0.215
"PFMC","Klamath River/Sacramento River Fall Chinook",0.44,0.88,"OFL",0.5,0.693147180559945,0.22,0.22
"PFMC","Klamath River/Sacramento River Fall Chinook",0.45,0.9,"OFL",0.5,0.693147180559945,0.225,0.225
"PFMC","Klamath River/Sacramento River Fall Chinook",0.46,0.92,"OFL",0.5,0.693147180559945,0.23,0.23
"PFMC","Klamath River/Sacramento River Fall Chinook",0.47,0.94,"OFL",0.5,0.693147180559945,0.235,0.235
"PFMC","Klamath River/Sacramento River Fall Chinook",0.48,0.96,"OFL",0.5,0.693147180559945,0.24,0.24
"PFMC","Klamath River/Sacramento River Fall Chinook",0.49,0.98,"OFL",0.5,0.693147180559945,0.245,0.245
"PFMC","Klamath River/Sacramento River Fall Chinook",0.5,1,"OFL",0.5,0.693147180559945,0.25,0.25
"PFMC","Klamath River/Sacramento River Fall Chinook",0.51,1.02,"OFL",0.5,0.693147180559945,0.255,0.255
"PFMC","Klamath River/Sacramento River Fall Chinook",0.52,1.04,"OFL",0.5,0.693147180559945,0.26,0.26
"PFMC","Klamath River/Sacramento River Fall Chinook",0.53,1.06,"OFL",0.5,0.693147180559945,0.265,0.265
"PFMC","Klamath River/Sacramento River Fall Chinook",0.54,1.08,"OFL",0.5,0.693147180559945,0.27,0.27
"PFMC","Klamath River/Sacramento River Fall Chinook",0.55,1.1,"OFL",0.5,0.693147180559945,0.275,0.275
"PFMC","Klamath River/Sacramento River Fall Chinook",0.56,1.12,"OFL",0.5,0.693147180559945,0.28,0.28
"PFMC","Klamath River/Sacramento River Fall Chinook",0.57,1.14,"OFL",0.5,0.693147180559945,0.285,0.285
"PFMC","Klamath River/Sacramento River Fall Chinook",0.58,1.16,"OFL",0.5,0.693147180559945,0.29,0.29
"PFMC","Klamath River/Sacramento River Fall Chinook",0.59,1.18,"OFL",0.5,0.693147180559945,0.295,0.295
"PFMC","Klamath River/Sacramento River Fall Chinook",0.6,1.2,"OFL",0.5,0.693147180559945,0.3,0.3
"PFMC","Klamath River/Sacramento River Fall Chinook",0.61,1.22,"OFL",0.5,0.693147180559945,0.305,0.305
"PFMC","Klamath River/Sacramento River Fall Chinook",0.62,1.24,"OFL",0.5,0.693147180559945,0.31,0.31
"PFMC","Klamath River/Sacramento River Fall Chinook",0.63,1.26,"OFL",0.5,0.693147180559945,0.315,0.315
"PFMC","Klamath River/Sacramento River Fall Chinook",0.64,1.28,"OFL",0.5,0.693147180559945,0.32,0.32
"PFMC","Klamath River/Sacramento River Fall Chinook",0.65,1.3,"OFL",0.5,0.693147180559945,0.325,0.325
"PFMC","Klamath River/Sacramento River Fall Chinook",0.66,1.32,"OFL",0.5,0.693147180559945,0.33,0.33
"PFMC","Klamath River/Sacramento River Fall Chinook",0.67,1.34,"OFL",0.5,0.693147180559945,0.335,0.335
"PFMC","Klamath River/Sacramento River Fall Chinook",0.68,1.36,"OFL",0.5,0.693147180559945,0.34,0.34
"PFMC","Klamath River/Sacramento River Fall Chinook",0.69,1.38,"OFL",0.5,0.693147180559945,0.345,0.345
"PFMC","Klamath River/Sacramento River Fall Chinook",0.7,1.4,"OFL",0.5,0.693147180559945,0.35,0.35
"PFMC","Klamath River/Sacramento River Fall Chinook",0.71,1.42,"OFL",0.5,0.693147180559945,0.355,0.355
"PFMC","Klamath River/Sacramento River Fall Chinook",0.72,1.44,"OFL",0.5,0.693147180559945,0.36,0.36
