"fmc","fmp","biomass","bbmsy","value","u","f","catch","escapement"
"PFMC","Puget Sound Coho",0.06,0.12,"OFL",0.5,0.693147180559945,0.03,NA
"PFMC","Puget Sound Coho",0.07,0.14,"OFL",0.5,0.693147180559945,0.035,NA
"PFMC","Puget Sound Coho",0.08,0.16,"OFL",0.5,0.693147180559945,0.04,NA
"PFMC","Puget Sound Coho",0.09,0.18,"OFL",0.5,0.693147180559945,0.045,NA
"PFMC","Puget Sound Coho",0.1,0.2,"OFL",0.5,0.693147180559945,0.05,NA
"PFMC","Puget Sound Coho",0.11,0.22,"OFL",0.5,0.693147180559945,0.055,NA
"PFMC","Puget Sound Coho",0.12,0.24,"OFL",0.5,0.693147180559945,0.06,NA
"PFMC","Puget Sound Coho",0.13,0.26,"OFL",0.5,0.693147180559945,0.065,NA
"PFMC","Puget Sound Coho",0.14,0.28,"OFL",0.5,0.693147180559945,0.07,NA
"PFMC","Puget Sound Coho",0.15,0.3,"OFL",0.5,0.693147180559945,0.075,NA
"PFMC","Puget Sound Coho",0.16,0.32,"OFL",0.5,0.693147180559945,0.08,NA
"PFMC","Puget Sound Coho",0.17,0.34,"OFL",0.5,0.693147180559945,0.085,NA
"PFMC","Puget Sound Coho",0.18,0.36,"OFL",0.5,0.693147180559945,0.09,NA
"PFMC","Puget Sound Coho",0.19,0.38,"OFL",0.5,0.693147180559945,0.095,NA
"PFMC","Puget Sound Coho",0.2,0.4,"OFL",0.5,0.693147180559945,0.1,NA
"PFMC","Puget Sound Coho",0.21,0.42,"OFL",0.5,0.693147180559945,0.105,NA
"PFMC","Puget Sound Coho",0.22,0.44,"OFL",0.5,0.693147180559945,0.11,NA
"PFMC","Puget Sound Coho",0.23,0.46,"OFL",0.5,0.693147180559945,0.115,NA
"PFMC","Puget Sound Coho",0.24,0.48,"OFL",0.5,0.693147180559945,0.12,NA
"PFMC","Puget Sound Coho",0.25,0.5,"OFL",0.5,0.693147180559945,0.125,NA
"PFMC","Puget Sound Coho",0.26,0.52,"OFL",0.5,0.693147180559945,0.13,NA
"PFMC","Puget Sound Coho",0.27,0.54,"OFL",0.5,0.693147180559945,0.135,NA
"PFMC","Puget Sound Coho",0.28,0.56,"OFL",0.5,0.693147180559945,0.14,NA
"PFMC","Puget Sound Coho",0.29,0.58,"OFL",0.5,0.693147180559945,0.145,NA
"PFMC","Puget Sound Coho",0.3,0.6,"OFL",0.5,0.693147180559945,0.15,NA
"PFMC","Puget Sound Coho",0.31,0.62,"OFL",0.5,0.693147180559945,0.155,NA
"PFMC","Puget Sound Coho",0.32,0.64,"OFL",0.5,0.693147180559945,0.16,NA
"PFMC","Puget Sound Coho",0.33,0.66,"OFL",0.5,0.693147180559945,0.165,NA
"PFMC","Puget Sound Coho",0.34,0.68,"OFL",0.5,0.693147180559945,0.17,NA
"PFMC","Puget Sound Coho",0.35,0.7,"OFL",0.5,0.693147180559945,0.175,NA
"PFMC","Puget Sound Coho",0.36,0.72,"OFL",0.5,0.693147180559945,0.18,NA
"PFMC","Puget Sound Coho",0.37,0.74,"OFL",0.5,0.693147180559945,0.185,NA
"PFMC","Puget Sound Coho",0.38,0.76,"OFL",0.5,0.693147180559945,0.19,NA
"PFMC","Puget Sound Coho",0.39,0.78,"OFL",0.5,0.693147180559945,0.195,NA
"PFMC","Puget Sound Coho",0.4,0.8,"OFL",0.5,0.693147180559945,0.2,NA
"PFMC","Puget Sound Coho",0.41,0.82,"OFL",0.5,0.693147180559945,0.205,NA
"PFMC","Puget Sound Coho",0.42,0.84,"OFL",0.5,0.693147180559945,0.21,NA
"PFMC","Puget Sound Coho",0.43,0.86,"OFL",0.5,0.693147180559945,0.215,NA
"PFMC","Puget Sound Coho",0.44,0.88,"OFL",0.5,0.693147180559945,0.22,NA
"PFMC","Puget Sound Coho",0.45,0.9,"OFL",0.5,0.693147180559945,0.225,NA
"PFMC","Puget Sound Coho",0.46,0.92,"OFL",0.5,0.693147180559945,0.23,NA
"PFMC","Puget Sound Coho",0.47,0.94,"OFL",0.5,0.693147180559945,0.235,NA
"PFMC","Puget Sound Coho",0.48,0.96,"OFL",0.5,0.693147180559945,0.24,NA
"PFMC","Puget Sound Coho",0.49,0.98,"OFL",0.5,0.693147180559945,0.245,NA
"PFMC","Puget Sound Coho",0.5,1,"OFL",0.5,0.693147180559945,0.25,NA
"PFMC","Puget Sound Coho",0.51,1.02,"OFL",0.5,0.693147180559945,0.255,NA
"PFMC","Puget Sound Coho",0.52,1.04,"OFL",0.5,0.693147180559945,0.26,NA
"PFMC","Puget Sound Coho",0.53,1.06,"OFL",0.5,0.693147180559945,0.265,NA
"PFMC","Puget Sound Coho",0.54,1.08,"OFL",0.5,0.693147180559945,0.27,NA
"PFMC","Puget Sound Coho",0.55,1.1,"OFL",0.5,0.693147180559945,0.275,NA
"PFMC","Puget Sound Coho",0.56,1.12,"OFL",0.5,0.693147180559945,0.28,NA
"PFMC","Puget Sound Coho",0.57,1.14,"OFL",0.5,0.693147180559945,0.285,NA
"PFMC","Puget Sound Coho",0.58,1.16,"OFL",0.5,0.693147180559945,0.29,NA
"PFMC","Puget Sound Coho",0.59,1.18,"OFL",0.5,0.693147180559945,0.295,NA
"PFMC","Puget Sound Coho",0.6,1.2,"OFL",0.5,0.693147180559945,0.3,NA
"PFMC","Puget Sound Coho",0.61,1.22,"OFL",0.5,0.693147180559945,0.305,NA
"PFMC","Puget Sound Coho",0.62,1.24,"OFL",0.5,0.693147180559945,0.31,NA
"PFMC","Puget Sound Coho",0.63,1.26,"OFL",0.5,0.693147180559945,0.315,NA
"PFMC","Puget Sound Coho",0.64,1.28,"OFL",0.5,0.693147180559945,0.32,NA
"PFMC","Puget Sound Coho",0.65,1.3,"OFL",0.5,0.693147180559945,0.325,NA
"PFMC","Puget Sound Coho",0.66,1.32,"OFL",0.5,0.693147180559945,0.33,NA
"PFMC","Puget Sound Coho",0.67,1.34,"OFL",0.5,0.693147180559945,0.335,NA
"PFMC","Puget Sound Coho",0.68,1.36,"OFL",0.5,0.693147180559945,0.34,NA
"PFMC","Puget Sound Coho",0.69,1.38,"OFL",0.5,0.693147180559945,0.345,NA
"PFMC","Puget Sound Coho",0.7,1.4,"OFL",0.5,0.693147180559945,0.35,NA
"PFMC","Puget Sound Coho",0.71,1.42,"OFL",0.5,0.693147180559945,0.355,NA
"PFMC","Puget Sound Coho",0.72,1.44,"OFL",0.5,0.693147180559945,0.36,NA
"PFMC","Puget Sound Coho",0.73,1.46,"OFL",0.5,0.693147180559945,0.365,NA
"PFMC","Puget Sound Coho",0.74,1.48,"OFL",0.5,0.693147180559945,0.37,NA
"PFMC","Puget Sound Coho",0.75,1.5,"OFL",0.5,0.693147180559945,0.375,NA
"PFMC","Puget Sound Coho",0.76,1.52,"OFL",0.5,0.693147180559945,0.38,NA
"PFMC","Puget Sound Coho",0.77,1.54,"OFL",0.5,0.693147180559945,0.385,NA
"PFMC","Puget Sound Coho",0.78,1.56,"OFL",0.5,0.693147180559945,0.39,NA
"PFMC","Puget Sound Coho",0.79,1.58,"OFL",0.5,0.693147180559945,0.395,NA
"PFMC","Puget Sound Coho",0.8,1.6,"OFL",0.5,0.693147180559945,0.4,NA
"PFMC","Puget Sound Coho",0.81,1.62,"OFL",0.5,0.693147180559945,0.405,NA
"PFMC","Puget Sound Coho",0.82,1.64,"OFL",0.5,0.693147180559945,0.41,NA
"PFMC","Puget Sound Coho",0.83,1.66,"OFL",0.5,0.693147180559945,0.415,NA
"PFMC","Puget Sound Coho",0.84,1.68,"OFL",0.5,0.693147180559945,0.42,NA
"PFMC","Puget Sound Coho",0.85,1.7,"OFL",0.5,0.693147180559945,0.425,NA
"PFMC","Puget Sound Coho",0.86,1.72,"OFL",0.5,0.693147180559945,0.43,NA
"PFMC","Puget Sound Coho",0.87,1.74,"OFL",0.5,0.693147180559945,0.435,NA
"PFMC","Puget Sound Coho",0.88,1.76,"OFL",0.5,0.693147180559945,0.44,NA
"PFMC","Puget Sound Coho",0.89,1.78,"OFL",0.5,0.693147180559945,0.445,NA
"PFMC","Puget Sound Coho",0.9,1.8,"OFL",0.5,0.693147180559945,0.45,NA
"PFMC","Puget Sound Coho",0.91,1.82,"OFL",0.5,0.693147180559945,0.455,NA
"PFMC","Puget Sound Coho",0.92,1.84,"OFL",0.5,0.693147180559945,0.46,NA
"PFMC","Puget Sound Coho",0.93,1.86,"OFL",0.5,0.693147180559945,0.465,NA
"PFMC","Puget Sound Coho",0.94,1.88,"OFL",0.5,0.693147180559945,0.47,NA
"PFMC","Puget Sound Coho",0.95,1.9,"OFL",0.5,0.693147180559945,0.475,NA
"PFMC","Puget Sound Coho",0.96,1.92,"OFL",0.5,0.693147180559945,0.48,NA
"PFMC","Puget Sound Coho",0.97,1.94,"OFL",0.5,0.693147180559945,0.485,NA
"PFMC","Puget Sound Coho",0.98,1.96,"OFL",0.5,0.693147180559945,0.49,NA
"PFMC","Puget Sound Coho",0.99,1.98,"OFL",0.5,0.693147180559945,0.495,NA
"PFMC","Puget Sound Coho",1,2,"OFL",0.5,0.693147180559945,0.5,NA
"PFMC","Puget Sound Coho",0,0,"ABC",0.2,0.22314355131421,0,NA
"PFMC","Puget Sound Coho",0.01,0.02,"ABC",0.2,0.22314355131421,0.002,NA
"PFMC","Puget Sound Coho",0.02,0.04,"ABC",0.2,0.22314355131421,0.004,NA
"PFMC","Puget Sound Coho",0.03,0.06,"ABC",0.2,0.22314355131421,0.006,NA
"PFMC","Puget Sound Coho",0.04,0.08,"ABC",0.2,0.22314355131421,0.008,NA
"PFMC","Puget Sound Coho",0.05,0.1,"ABC",0.2,0.22314355131421,0.01,NA
"PFMC","Puget Sound Coho",0.06,0.12,"ABC",0.2,0.22314355131421,0.012,NA
"PFMC","Puget Sound Coho",0.07,0.14,"ABC",0.2,0.22314355131421,0.014,NA
"PFMC","Puget Sound Coho",0.08,0.16,"ABC",0.2,0.22314355131421,0.016,NA
"PFMC","Puget Sound Coho",0.09,0.18,"ABC",0.2,0.22314355131421,0.018,NA
"PFMC","Puget Sound Coho",0.1,0.2,"ABC",0.2,0.22314355131421,0.02,NA
"PFMC","Puget Sound Coho",0.11,0.22,"ABC",0.2,0.22314355131421,0.022,NA
"PFMC","Puget Sound Coho",0.12,0.24,"ABC",0.2,0.22314355131421,0.024,NA
"PFMC","Puget Sound Coho",0.13,0.26,"ABC",0.2,0.22314355131421,0.026,NA
"PFMC","Puget Sound Coho",0.14,0.28,"ABC",0.2,0.22314355131421,0.028,NA
"PFMC","Puget Sound Coho",0.15,0.3,"ABC",0.2,0.22314355131421,0.03,NA
"PFMC","Puget Sound Coho",0.16,0.32,"ABC",0.2,0.22314355131421,0.032,NA
"PFMC","Puget Sound Coho",0.17,0.34,"ABC",0.2,0.22314355131421,0.034,NA
"PFMC","Puget Sound Coho",0.18,0.36,"ABC",0.2,0.22314355131421,0.036,NA
"PFMC","Puget Sound Coho",0.19,0.38,"ABC",0.2,0.22314355131421,0.038,NA
"PFMC","Puget Sound Coho",0.2,0.4,"ABC",0.2,0.22314355131421,0.04,NA
"PFMC","Puget Sound Coho",0.21,0.42,"ABC",0.2,0.22314355131421,0.042,NA
"PFMC","Puget Sound Coho",0.22,0.44,"ABC",0.2,0.22314355131421,0.044,NA
"PFMC","Puget Sound Coho",0.23,0.46,"ABC",0.2,0.22314355131421,0.046,NA
"PFMC","Puget Sound Coho",0.24,0.48,"ABC",0.2,0.22314355131421,0.048,NA
"PFMC","Puget Sound Coho",0.25,0.5,"ABC",0.2,0.22314355131421,0.05,NA
"PFMC","Puget Sound Coho",0.26,0.52,"ABC",0.2,0.22314355131421,0.052,NA
"PFMC","Puget Sound Coho",0.27,0.54,"ABC",0.2,0.22314355131421,0.054,NA
"PFMC","Puget Sound Coho",0.28,0.56,"ABC",0.2,0.22314355131421,0.056,NA
"PFMC","Puget Sound Coho",0.29,0.58,"ABC",0.2,0.22314355131421,0.058,NA
"PFMC","Puget Sound Coho",0.3,0.6,"ABC",0.2,0.22314355131421,0.06,NA
"PFMC","Puget Sound Coho",0.31,0.62,"ABC",0.2,0.22314355131421,0.062,NA
"PFMC","Puget Sound Coho",0.32,0.64,"ABC",0.2,0.22314355131421,0.064,NA
"PFMC","Puget Sound Coho",0.33,0.66,"ABC",0.2,0.22314355131421,0.066,NA
"PFMC","Puget Sound Coho",0.34,0.68,"ABC",0.2,0.22314355131421,0.068,NA
"PFMC","Puget Sound Coho",0.35,0.7,"ABC",0.2,0.22314355131421,0.07,NA
"PFMC","Puget Sound Coho",0.36,0.72,"ABC",0.2,0.22314355131421,0.072,NA
"PFMC","Puget Sound Coho",0.37,0.74,"ABC",0.2,0.22314355131421,0.074,NA
"PFMC","Puget Sound Coho",0.38,0.76,"ABC",0.2,0.22314355131421,0.076,NA
"PFMC","Puget Sound Coho",0.39,0.78,"ABC",0.2,0.22314355131421,0.078,NA
"PFMC","Puget Sound Coho",0.4,0.8,"ABC",0.2,0.22314355131421,0.08,NA
"PFMC","Puget Sound Coho",0.41,0.82,"ABC",0.2,0.22314355131421,0.082,NA
"PFMC","Puget Sound Coho",0.42,0.84,"ABC",0.4,0.510825623765991,0.168,NA
"PFMC","Puget Sound Coho",0.43,0.86,"ABC",0.4,0.510825623765991,0.172,NA
"PFMC","Puget Sound Coho",0.44,0.88,"ABC",0.4,0.510825623765991,0.176,NA
"PFMC","Puget Sound Coho",0.45,0.9,"ABC",0.4,0.510825623765991,0.18,NA
"PFMC","Puget Sound Coho",0.46,0.92,"ABC",0.4,0.510825623765991,0.184,NA
"PFMC","Puget Sound Coho",0.47,0.94,"ABC",0.4,0.510825623765991,0.188,NA
"PFMC","Puget Sound Coho",0.48,0.96,"ABC",0.4,0.510825623765991,0.192,NA
"PFMC","Puget Sound Coho",0.49,0.98,"ABC",0.4,0.510825623765991,0.196,NA
"PFMC","Puget Sound Coho",0.5,1,"ABC",0.4,0.510825623765991,0.2,NA
"PFMC","Puget Sound Coho",0.51,1.02,"ABC",0.4,0.510825623765991,0.204,NA
"PFMC","Puget Sound Coho",0.52,1.04,"ABC",0.4,0.510825623765991,0.208,NA
"PFMC","Puget Sound Coho",0.53,1.06,"ABC",0.4,0.510825623765991,0.212,NA
"PFMC","Puget Sound Coho",0.54,1.08,"ABC",0.4,0.510825623765991,0.216,NA
"PFMC","Puget Sound Coho",0.55,1.1,"ABC",0.4,0.510825623765991,0.22,NA
"PFMC","Puget Sound Coho",0.56,1.12,"ABC",0.4,0.510825623765991,0.224,NA
"PFMC","Puget Sound Coho",0.57,1.14,"ABC",0.4,0.510825623765991,0.228,NA
"PFMC","Puget Sound Coho",0.58,1.16,"ABC",0.4,0.510825623765991,0.232,NA
"PFMC","Puget Sound Coho",0.59,1.18,"ABC",0.4,0.510825623765991,0.236,NA
"PFMC","Puget Sound Coho",0.6,1.2,"ABC",0.4,0.510825623765991,0.24,NA
"PFMC","Puget Sound Coho",0.61,1.22,"ABC",0.4,0.510825623765991,0.244,NA
"PFMC","Puget Sound Coho",0.62,1.24,"ABC",0.4,0.510825623765991,0.248,NA
"PFMC","Puget Sound Coho",0.63,1.26,"ABC",0.4,0.510825623765991,0.252,NA
"PFMC","Puget Sound Coho",0.64,1.28,"ABC",0.4,0.510825623765991,0.256,NA
"PFMC","Puget Sound Coho",0.65,1.3,"ABC",0.4,0.510825623765991,0.26,NA
"PFMC","Puget Sound Coho",0.66,1.32,"ABC",0.4,0.510825623765991,0.264,NA
"PFMC","Puget Sound Coho",0.67,1.34,"ABC",0.4,0.510825623765991,0.268,NA
"PFMC","Puget Sound Coho",0.68,1.36,"ABC",0.4,0.510825623765991,0.272,NA
"PFMC","Puget Sound Coho",0.69,1.38,"ABC",0.4,0.510825623765991,0.276,NA
"PFMC","Puget Sound Coho",0.7,1.4,"ABC",0.4,0.510825623765991,0.28,NA
"PFMC","Puget Sound Coho",0.71,1.42,"ABC",0.4,0.510825623765991,0.284,NA
"PFMC","Puget Sound Coho",0.72,1.44,"ABC",0.4,0.510825623765991,0.288,NA
"PFMC","Puget Sound Coho",0.73,1.46,"ABC",0.4,0.510825623765991,0.292,NA
"PFMC","Puget Sound Coho",0.74,1.48,"ABC",0.4,0.510825623765991,0.296,NA
"PFMC","Puget Sound Coho",0.75,1.5,"ABC",0.4,0.510825623765991,0.3,NA
"PFMC","Puget Sound Coho",0.76,1.52,"ABC",0.4,0.510825623765991,0.304,NA
"PFMC","Puget Sound Coho",0.77,1.54,"ABC",0.4,0.510825623765991,0.308,NA
"PFMC","Puget Sound Coho",0.78,1.56,"ABC",0.4,0.510825623765991,0.312,NA
"PFMC","Puget Sound Coho",0.79,1.58,"ABC",0.4,0.510825623765991,0.316,NA
"PFMC","Puget Sound Coho",0.8,1.6,"ABC",0.4,0.510825623765991,0.32,NA
"PFMC","Puget Sound Coho",0.81,1.62,"ABC",0.4,0.510825623765991,0.324,NA
"PFMC","Puget Sound Coho",0.82,1.64,"ABC",0.4,0.510825623765991,0.328,NA
"PFMC","Puget Sound Coho",0.83,1.66,"ABC",0.4,0.510825623765991,0.332,NA
"PFMC","Puget Sound Coho",0.84,1.68,"ABC",0.4,0.510825623765991,0.336,NA
"PFMC","Puget Sound Coho",0.85,1.7,"ABC",0.4,0.510825623765991,0.34,NA
"PFMC","Puget Sound Coho",0.86,1.72,"ABC",0.4,0.510825623765991,0.344,NA
"PFMC","Puget Sound Coho",0.87,1.74,"ABC",0.4,0.510825623765991,0.348,NA
"PFMC","Puget Sound Coho",0.88,1.76,"ABC",0.4,0.510825623765991,0.352,NA
"PFMC","Puget Sound Coho",0.89,1.78,"ABC",0.4,0.510825623765991,0.356,NA
"PFMC","Puget Sound Coho",0.9,1.8,"ABC",0.4,0.510825623765991,0.36,NA
"PFMC","Puget Sound Coho",0.91,1.82,"ABC",0.4,0.510825623765991,0.364,NA
"PFMC","Puget Sound Coho",0.92,1.84,"ABC",0.4,0.510825623765991,0.368,NA
"PFMC","Puget Sound Coho",0.93,1.86,"ABC",0.4,0.510825623765991,0.372,NA
"PFMC","Puget Sound Coho",0.94,1.88,"ABC",0.4,0.510825623765991,0.376,NA
"PFMC","Puget Sound Coho",0.95,1.9,"ABC",0.4,0.510825623765991,0.38,NA
"PFMC","Puget Sound Coho",0.96,1.92,"ABC",0.4,0.510825623765991,0.384,NA
"PFMC","Puget Sound Coho",0.97,1.94,"ABC",0.4,0.510825623765991,0.388,NA
"PFMC","Puget Sound Coho",0.98,1.96,"ABC",0.4,0.510825623765991,0.392,NA
"PFMC","Puget Sound Coho",0.99,1.98,"ABC",0.4,0.510825623765991,0.396,NA
"PFMC","Puget Sound Coho",1,2,"ABC",0.5,0.693147180559945,0.5,NA
